ZONE,SD,COUNTY,telecommuteConstant,CALIB_ITER
1103,21,5,-0.45,0
1104,21,5,-0.45,0
1105,21,5,-0.45,0
1106,21,5,-0.45,0
1107,21,5,-0.45,0
1108,21,5,-0.45,0
1109,21,5,-0.45,0
1110,21,5,-0.45,0
1111,21,5,-0.45,0
1112,21,5,-0.45,0
1113,21,5,-0.45,0
1114,21,5,-0.45,0
1115,21,5,-0.45,0
1116,21,5,-0.45,0
1117,21,5,-0.45,0
1118,21,5,-0.45,0
1119,21,5,-0.45,0
1120,21,5,-0.45,0
1121,21,5,-0.45,0
1122,21,5,-0.45,0
1123,21,5,-0.45,0
1124,21,5,-0.45,0
1125,21,5,-0.45,0
1126,21,5,-0.45,0
1127,21,5,-0.45,0
1128,21,5,-0.45,0
1129,21,5,-0.45,0
1130,21,5,-0.45,0
1131,21,5,-0.45,0
1132,22,5,-0.55,0
1133,22,5,-0.55,0
1134,22,5,-0.55,0
1135,22,5,-0.55,0
1136,22,5,-0.55,0
1137,22,5,-0.55,0
1138,22,5,-0.55,0
1139,22,5,-0.55,0
1140,22,5,-0.55,0
1141,22,5,-0.55,0
1142,22,5,-0.55,0
1143,22,5,-0.55,0
1144,22,5,-0.55,0
1145,22,5,-0.55,0
1146,22,5,-0.55,0
1147,22,5,-0.55,0
1148,22,5,-0.55,0
1149,22,5,-0.55,0
1150,22,5,-0.55,0
1151,22,5,-0.55,0
1152,22,5,-0.55,0
1153,22,5,-0.55,0
1154,22,5,-0.55,0
1155,22,5,-0.55,0
1156,22,5,-0.55,0
1157,22,5,-0.55,0
1158,22,5,-0.55,0
1159,22,5,-0.55,0
1160,22,5,-0.55,0
1161,23,5,-0.5,0
1162,23,5,-0.5,0
1163,23,5,-0.5,0
1164,23,5,-0.5,0
1165,23,5,-0.5,0
1166,23,5,-0.5,0
1167,23,5,-0.5,0
1168,23,5,-0.5,0
1169,23,5,-0.5,0
1170,23,5,-0.5,0
1171,23,5,-0.5,0
1172,23,5,-0.5,0
1173,23,5,-0.5,0
1174,23,5,-0.5,0
1175,23,5,-0.5,0
1176,23,5,-0.5,0
1177,24,5,-0.3,0
1178,24,5,-0.3,0
1179,24,5,-0.3,0
1180,24,5,-0.3,0
1181,24,5,-0.3,0
1182,24,5,-0.3,0
1183,24,5,-0.3,0
1184,24,5,-0.3,0
1185,24,5,-0.3,0
1186,24,5,-0.3,0
1187,24,5,-0.3,0
1188,24,5,-0.3,0
1189,24,5,-0.3,0
1190,24,5,-0.3,0
1191,24,5,-0.3,0
1192,24,5,-0.3,0
1193,24,5,-0.3,0
1194,24,5,-0.3,0
1195,24,5,-0.3,0
1196,24,5,-0.3,0
1197,24,5,-0.3,0
1198,24,5,-0.3,0
1199,24,5,-0.3,0
1200,24,5,-0.3,0
1201,24,5,-0.3,0
1202,24,5,-0.3,0
1203,24,5,-0.3,0
1204,24,5,-0.3,0
1205,24,5,-0.3,0
1206,24,5,-0.3,0
1207,24,5,-0.3,0
1208,24,5,-0.3,0
1209,24,5,-0.3,0
1210,24,5,-0.3,0
1211,25,6,-0.45,0
1212,25,6,-0.45,0
1213,25,6,-0.45,0
1214,25,6,-0.45,0
1215,25,6,-0.45,0
1216,25,6,-0.45,0
1217,25,6,-0.45,0
1218,25,6,-0.45,0
1219,25,6,-0.45,0
1220,25,6,-0.45,0
1221,25,6,-0.45,0
1222,25,6,-0.45,0
1223,25,6,-0.45,0
1224,25,6,-0.45,0
1225,25,6,-0.45,0
1226,25,6,-0.45,0
1227,25,6,-0.45,0
1228,25,6,-0.45,0
1229,25,6,-0.45,0
1230,25,6,-0.45,0
1231,25,6,-0.45,0
1232,25,6,-0.45,0
1233,25,6,-0.45,0
1234,25,6,-0.45,0
1235,25,6,-0.45,0
1236,25,6,-0.45,0
1237,25,6,-0.45,0
1238,25,6,-0.45,0
1239,25,6,-0.45,0
1240,25,6,-0.45,0
1241,25,6,-0.45,0
1242,25,6,-0.45,0
1243,25,6,-0.45,0
1244,25,6,-0.45,0
1245,25,6,-0.45,0
1246,25,6,-0.45,0
1247,26,6,-0.3,0
1248,26,6,-0.3,0
1249,26,6,-0.3,0
1250,26,6,-0.3,0
1251,26,6,-0.3,0
1252,26,6,-0.3,0
1253,26,6,-0.3,0
1254,26,6,-0.3,0
1255,26,6,-0.3,0
1256,26,6,-0.3,0
1257,26,6,-0.3,0
1258,26,6,-0.3,0
1259,26,6,-0.3,0
1260,26,6,-0.3,0
1261,26,6,-0.3,0
1262,26,6,-0.3,0
1263,26,6,-0.3,0
1264,26,6,-0.3,0
1265,26,6,-0.3,0
1266,26,6,-0.3,0
1267,26,6,-0.3,0
1268,26,6,-0.3,0
1269,26,6,-0.3,0
1270,26,6,-0.3,0
1271,26,6,-0.3,0
1272,26,6,-0.3,0
1273,26,6,-0.3,0
1274,26,6,-0.3,0
1275,26,6,-0.3,0
1276,26,6,-0.3,0
1277,26,6,-0.3,0
1278,26,6,-0.3,0
1279,26,6,-0.3,0
1280,26,6,-0.3,0
1281,26,6,-0.3,0
1282,26,6,-0.3,0
1283,26,6,-0.3,0
1284,26,6,-0.3,0
1285,26,6,-0.3,0
1286,26,6,-0.3,0
1287,26,6,-0.3,0
1288,26,6,-0.3,0
1289,26,6,-0.3,0
1290,26,6,-0.3,0
1291,27,7,-0.15,0
1292,27,7,-0.15,0
1293,27,7,-0.15,0
1294,27,7,-0.15,0
1295,27,7,-0.15,0
1296,27,7,-0.15,0
1297,27,7,-0.15,0
1298,27,7,-0.15,0
1299,27,7,-0.15,0
1300,27,7,-0.15,0
1301,27,7,-0.15,0
1302,27,7,-0.15,0
1303,27,7,-0.15,0
1304,27,7,-0.15,0
1305,27,7,-0.15,0
1306,27,7,-0.15,0
1307,27,7,-0.15,0
1308,27,7,-0.15,0
1309,28,7,0,0
1310,28,7,0,0
1311,28,7,0,0
1312,28,7,0,0
1313,28,7,0,0
1314,28,7,0,0
1315,28,7,0,0
1316,28,7,0,0
1317,28,7,0,0
1318,29,8,-0.3,0
1319,29,8,-0.3,0
1320,29,8,-0.3,0
1321,29,8,-0.3,0
1322,29,8,-0.3,0
1323,29,8,-0.3,0
1324,29,8,-0.3,0
1325,29,8,-0.3,0
1326,29,8,-0.3,0
1327,29,8,-0.3,0
1328,29,8,-0.3,0
1329,29,8,-0.3,0
1330,29,8,-0.3,0
1331,29,8,-0.3,0
1332,29,8,-0.3,0
1333,29,8,-0.3,0
1334,29,8,-0.3,0
1335,29,8,-0.3,0
1336,29,8,-0.3,0
1337,29,8,-0.3,0
1338,29,8,-0.3,0
1339,29,8,-0.3,0
1340,29,8,-0.3,0
1341,29,8,-0.3,0
1342,29,8,-0.3,0
1343,29,8,-0.3,0
1344,29,8,-0.3,0
1345,29,8,-0.3,0
1346,29,8,-0.3,0
1347,29,8,-0.3,0
1348,30,8,-0.3,0
1349,30,8,-0.3,0
1350,30,8,-0.3,0
1351,30,8,-0.3,0
1352,30,8,-0.3,0
1353,30,8,-0.3,0
1354,30,8,-0.3,0
1355,30,8,-0.3,0
1356,30,8,-0.3,0
1357,30,8,-0.3,0
1358,30,8,-0.3,0
1359,30,8,-0.3,0
1360,30,8,-0.3,0
1361,30,8,-0.3,0
1362,30,8,-0.3,0
1363,30,8,-0.3,0
1364,30,8,-0.3,0
1365,30,8,-0.3,0
1366,30,8,-0.3,0
1367,30,8,-0.3,0
1368,30,8,-0.3,0
1369,30,8,-0.3,0
1370,30,8,-0.3,0
1371,30,8,-0.3,0
1372,30,8,-0.3,0
1373,30,8,-0.3,0
1374,30,8,-0.3,0
1375,30,8,-0.3,0
1376,30,8,-0.3,0
1377,30,8,-0.3,0
1378,30,8,-0.3,0
1379,30,8,-0.3,0
1380,30,8,-0.3,0
1381,30,8,-0.3,0
1382,30,8,-0.3,0
1383,30,8,-0.3,0
1384,30,8,-0.3,0
1385,30,8,-0.3,0
1386,30,8,-0.3,0
1387,30,8,-0.3,0
1388,30,8,-0.3,0
1389,31,8,-0.1,0
1390,31,8,-0.1,0
1391,31,8,-0.1,0
1392,31,8,-0.1,0
1393,31,8,-0.1,0
1394,31,8,-0.1,0
1395,31,8,-0.1,0
1396,31,8,-0.1,0
1397,31,8,-0.1,0
1398,31,8,-0.1,0
1399,31,8,-0.1,0
1400,31,8,-0.1,0
1401,31,8,-0.1,0
1402,31,8,-0.1,0
1403,31,8,-0.1,0
1404,32,9,-0.15,0
1405,32,9,-0.15,0
1406,32,9,-0.15,0
1407,32,9,-0.15,0
1408,32,9,-0.15,0
1409,32,9,-0.15,0
1410,32,9,-0.15,0
1411,32,9,-0.15,0
1412,32,9,-0.15,0
1413,32,9,-0.15,0
1414,32,9,-0.15,0
1415,33,9,-0.3,0
1416,33,9,-0.3,0
1417,33,9,-0.3,0
1418,33,9,-0.3,0
1419,33,9,-0.3,0
1420,33,9,-0.3,0
1421,33,9,-0.3,0
1422,33,9,-0.3,0
1423,33,9,-0.3,0
1424,33,9,-0.3,0
1425,33,9,-0.3,0
1426,33,9,-0.3,0
1427,33,9,-0.3,0
1428,33,9,-0.3,0
1429,33,9,-0.3,0
1430,33,9,-0.3,0
1431,33,9,-0.3,0
1432,33,9,-0.3,0
1433,33,9,-0.3,0
1434,33,9,-0.3,0
1435,33,9,-0.3,0
1436,34,9,-0.3,0
1437,34,9,-0.3,0
1438,34,9,-0.3,0
1439,34,9,-0.3,0
1440,34,9,-0.3,0
1441,34,9,-0.3,0
1442,34,9,-0.3,0
1443,34,9,-0.3,0
1444,34,9,-0.3,0
1445,34,9,-0.3,0
1446,34,9,-0.3,0
1447,34,9,-0.3,0
1448,34,9,-0.3,0
1449,34,9,-0.3,0
1450,34,9,-0.3,0
1451,34,9,-0.3,0
1452,34,9,-0.3,0
1453,34,9,-0.3,0
1454,34,9,-0.3,0
