"NAME","C24010_005E","C24010_006E","C24010_007E","C24010_012E","C24010_013E","C24010_014E","C24010_015E","C24010_016E","C24010_020E","C24010_022E","C24010_023E","C24010_024E","C24010_025E","C24010_026E","C24010_028E","C24010_029E","C24010_030E","C24010_034E","C24010_041E","C24010_042E","C24010_043E","C24010_048E","C24010_049E","C24010_050E","C24010_051E","C24010_052E","C24010_056E","C24010_058E","C24010_059E","C24010_060E","C24010_061E","C24010_062E","C24010_064E","C24010_065E","C24010_066E","C24010_070E","B03002_003E","B03002_004E","B03002_006E","B03002_002E","B03002_012E","state","county","tract","block group"
"Block Group 2, Census Tract 4054.01, Alameda County, California",0,8,28,0,0,8,0,14,14,9,0,144,10,23,31,40,17,67,37,0,0,0,0,0,18,22,0,0,0,62,35,18,18,16,0,12,47,441,294,853,431,"06","001","405401","2"
"Block Group 3, Census Tract 4054.01, Alameda County, California",7,22,10,0,0,0,19,0,0,0,0,14,38,0,72,31,14,83,9,28,9,11,0,0,7,38,17,0,0,33,16,32,31,72,0,41,177,159,551,929,128,"06","001","405401","3"
"Block Group 1, Census Tract 4054.02, Alameda County, California",49,4,13,0,0,9,0,24,0,0,0,24,20,4,39,73,25,129,0,10,5,8,0,24,14,43,11,28,0,26,25,73,72,71,0,33,64,326,862,1449,431,"06","001","405402","1"
"Block Group 2, Census Tract 4054.02, Alameda County, California",45,0,6,0,0,0,23,30,0,0,0,56,0,6,33,53,26,109,52,35,0,0,0,39,21,0,9,24,0,42,0,49,40,86,0,16,270,480,255,1163,207,"06","001","405402","2"
"Block Group 1, Census Tract 4059.01, Alameda County, California",0,11,0,0,0,0,0,0,0,0,0,154,0,22,23,18,90,57,25,0,0,0,0,0,22,0,0,0,0,38,0,34,7,34,0,84,5,77,404,572,1172,"06","001","405901","1"
"Block Group 2, Census Tract 4059.01, Alameda County, California",11,0,0,14,0,0,0,0,0,26,0,28,21,0,62,28,92,102,0,0,0,0,0,11,11,7,29,32,0,8,0,64,54,112,0,58,172,277,730,1238,520,"06","001","405901","2"
"Block Group 3, Census Tract 4059.01, Alameda County, California",0,0,17,0,0,0,0,0,0,54,0,11,27,0,23,11,35,29,0,0,0,0,0,0,0,15,5,0,0,0,27,48,48,29,0,17,2,346,518,873,208,"06","001","405901","3"
"Block Group 1, Census Tract 4059.02, Alameda County, California",12,11,16,6,0,24,0,18,0,0,0,33,19,0,43,0,74,56,0,5,0,0,12,16,0,0,5,0,0,61,17,103,45,53,5,27,155,165,800,1231,305,"06","001","405902","1"
"Block Group 2, Census Tract 4059.02, Alameda County, California",7,10,0,0,0,6,12,0,7,8,0,30,42,45,15,0,84,85,15,5,17,18,6,6,6,10,8,7,0,38,15,32,36,51,0,68,118,259,680,1083,482,"06","001","405902","2"
"Block Group 1, Census Tract 4066.01, Alameda County, California",0,11,17,7,0,10,0,0,8,0,0,96,0,0,23,9,32,37,8,43,0,0,0,0,0,8,0,0,0,33,7,49,20,52,0,36,67,442,206,789,334,"06","001","406601","1"
"Block Group 2, Census Tract 4066.01, Alameda County, California",9,11,5,59,0,17,0,0,6,7,7,65,25,6,20,39,61,80,19,18,9,13,0,10,10,18,0,0,0,0,43,35,13,65,0,21,190,533,259,1217,459,"06","001","406601","2"
"Block Group 3, Census Tract 4066.01, Alameda County, California",35,11,0,0,0,31,25,0,0,0,0,49,50,0,34,77,59,87,39,0,13,18,0,69,10,4,0,0,0,8,18,39,16,36,0,29,249,249,615,1323,623,"06","001","406601","3"
"Block Group 4, Census Tract 4066.01, Alameda County, California",0,9,0,0,13,12,10,0,0,0,0,26,14,4,20,5,17,18,16,22,0,19,0,7,0,0,0,0,0,13,19,10,0,0,0,18,64,107,64,285,151,"06","001","406601","4"
"Block Group 1, Census Tract 4066.02, Alameda County, California",87,0,10,7,0,0,27,0,34,8,0,73,18,10,40,23,46,46,22,17,0,7,0,32,7,5,31,10,0,33,0,21,47,79,0,38,187,256,555,1057,194,"06","001","406602","1"
"Block Group 2, Census Tract 4066.02, Alameda County, California",41,25,3,0,0,0,4,1,6,0,0,100,51,43,14,35,40,29,24,26,0,0,4,0,0,0,20,0,0,65,35,10,33,59,0,41,107,209,602,983,581,"06","001","406602","2"
"Block Group 1, Census Tract 4071.01, Alameda County, California",39,0,0,20,9,0,35,0,25,13,0,96,52,12,41,52,216,71,14,12,11,39,12,0,9,0,0,10,0,81,63,62,63,8,0,52,197,146,370,774,1198,"06","001","407101","1"
"Block Group 2, Census Tract 4071.01, Alameda County, California",32,12,14,0,5,0,41,33,0,0,0,9,23,25,53,0,60,93,19,52,0,0,12,10,0,0,18,22,0,13,81,23,0,157,0,11,176,311,461,1017,455,"06","001","407101","2"
"Block Group 1, Census Tract 4071.02, Alameda County, California",58,0,36,20,6,0,16,5,0,0,0,74,24,42,10,45,97,109,21,28,0,44,0,16,19,0,10,0,0,36,22,10,19,59,0,25,307,278,177,836,641,"06","001","407102","1"
"Block Group 2, Census Tract 4071.02, Alameda County, California",28,0,7,0,0,7,0,0,11,0,0,50,0,27,0,15,73,25,4,13,11,0,0,35,12,0,0,0,0,29,10,20,30,30,0,21,108,174,128,460,583,"06","001","407102","2"
"Block Group 3, Census Tract 4071.02, Alameda County, California",25,0,12,0,0,0,15,0,0,0,0,0,9,0,10,11,15,46,11,0,0,13,0,0,0,0,1,0,0,15,10,10,39,69,0,0,74,60,141,422,416,"06","001","407102","3"
"Block Group 4, Census Tract 4071.02, Alameda County, California",0,0,0,0,0,16,0,6,0,0,0,17,32,0,9,67,33,29,17,0,0,0,0,0,0,0,0,0,19,23,0,74,0,54,0,0,109,140,212,500,248,"06","001","407102","4"
"Block Group 1, Census Tract 4105, Alameda County, California",35,12,30,16,5,14,26,0,0,8,0,55,0,6,49,68,22,38,29,0,31,7,0,32,0,22,15,6,0,19,36,66,54,109,0,27,150,1440,340,2064,145,"06","001","410500","1"
"Block Group 1, Census Tract 4251.01, Alameda County, California",21,7,13,0,11,0,10,11,0,0,0,0,0,0,0,0,10,0,0,11,34,0,0,0,0,0,0,0,0,0,16,0,0,7,0,0,173,0,109,293,42,"06","001","425101","1"
"Block Group 2, Census Tract 4251.01, Alameda County, California",91,58,129,10,16,20,0,0,0,0,0,0,11,0,60,8,10,13,82,10,28,11,0,43,16,30,11,0,0,9,0,0,18,114,0,0,836,142,327,1382,21,"06","001","425101","2"
"Block Group 1, Census Tract 4251.02, Alameda County, California",55,27,101,9,11,39,17,40,10,0,0,17,0,0,56,16,0,42,57,63,60,9,11,43,0,80,0,0,0,29,0,9,31,25,0,0,463,78,442,1076,96,"06","001","425102","1"
"Block Group 2, Census Tract 4251.02, Alameda County, California",144,85,167,0,27,36,24,35,0,0,10,0,0,26,49,20,9,0,75,32,39,7,9,69,56,47,0,0,0,14,0,34,26,40,0,0,553,71,813,1553,143,"06","001","425102","2"
"Block Group 3, Census Tract 4251.02, Alameda County, California",69,10,59,0,0,10,0,0,0,11,0,0,0,7,8,0,42,0,0,51,50,0,0,0,0,47,12,0,0,0,0,10,15,34,0,0,226,152,186,574,52,"06","001","425102","3"
"Block Group 1, Census Tract 4251.03, Alameda County, California",43,51,64,0,9,35,10,9,0,8,0,0,0,34,7,21,0,0,61,48,53,0,19,7,28,0,0,0,0,0,0,8,9,26,0,9,330,26,316,735,48,"06","001","425103","1"
"Block Group 2, Census Tract 4251.03, Alameda County, California",68,31,122,0,0,10,63,21,0,0,10,11,10,0,76,11,0,10,84,58,30,0,0,34,29,27,0,0,0,0,0,19,21,27,0,13,511,76,306,958,21,"06","001","425103","2"
"Block Group 3, Census Tract 4251.03, Alameda County, California",22,28,17,0,0,11,54,10,0,0,0,21,0,0,46,51,47,13,32,29,29,0,5,22,40,22,0,0,0,12,10,43,70,34,0,11,513,305,107,956,153,"06","001","425103","3"
"Block Group 1, Census Tract 4251.04, Alameda County, California",49,9,153,0,16,31,61,18,0,5,0,20,29,54,43,45,17,9,55,66,18,11,23,8,35,123,0,20,0,9,30,33,41,17,0,0,599,550,361,1553,288,"06","001","425104","1"
"Block Group 2, Census Tract 4251.04, Alameda County, California",55,53,117,11,0,56,27,8,13,0,0,0,0,1,41,32,0,18,74,50,49,24,0,165,83,94,0,0,0,9,0,16,0,48,9,10,814,298,212,1400,180,"06","001","425104","2"
"Block Group 1, Census Tract 4514.04, Alameda County, California",13,96,121,0,0,12,0,10,0,0,16,19,49,0,12,30,45,81,28,67,12,0,0,68,0,36,17,2,0,45,0,38,60,47,0,0,921,197,130,1371,275,"06","001","451404","1"
"Block Group 2, Census Tract 4514.04, Alameda County, California",13,0,70,8,0,0,0,0,0,0,0,30,31,0,26,47,92,37,67,0,14,0,0,30,0,9,16,0,0,15,0,11,119,16,0,37,537,21,64,622,800,"06","001","451404","2"
"Block Group 3, Census Tract 4514.04, Alameda County, California",244,29,33,0,0,20,23,0,0,19,0,102,35,0,80,91,300,131,32,17,0,14,0,20,15,13,0,0,0,151,162,174,179,88,0,20,1111,4,293,1476,1846,"06","001","451404","3"
"Block Group 1, Census Tract 4515.04, Alameda County, California",112,30,99,9,0,0,10,29,0,0,4,15,6,0,48,37,19,40,31,25,33,11,15,15,0,40,12,0,0,42,5,37,50,147,0,10,1113,41,148,1386,356,"06","001","451504","1"
"Block Group 2, Census Tract 4515.05, Alameda County, California",163,45,149,10,8,29,0,10,0,20,6,0,5,27,110,22,96,77,62,93,24,10,0,60,50,8,8,10,12,53,10,46,30,77,7,12,1714,0,14,1739,469,"06","001","451505","2"
"Block Group 1, Census Tract 4515.05, Alameda County, California",84,8,123,0,6,0,10,0,0,22,0,0,13,10,48,0,9,31,28,40,53,8,0,25,0,11,0,0,0,0,0,9,49,25,0,0,966,0,172,1177,49,"06","001","451505","1"
"Block Group 1, Census Tract 4515.06, Alameda County, California",79,73,78,0,45,16,8,0,0,0,0,83,21,0,47,52,53,95,25,64,6,0,21,24,9,52,32,0,0,69,0,64,76,160,0,14,1018,43,224,1451,684,"06","001","451506","1"
"Block Group 2, Census Tract 4515.06, Alameda County, California",34,0,8,0,0,0,0,0,0,0,0,31,102,0,0,0,154,11,26,0,0,0,0,0,0,0,35,0,0,0,28,9,0,13,0,69,375,6,41,422,925,"06","001","451506","2"
"Block Group 1, Census Tract 4517.03, Alameda County, California",46,39,40,0,0,35,14,0,0,0,0,21,95,30,87,10,143,35,30,51,48,0,20,7,0,9,0,0,0,28,0,10,41,79,10,10,1232,0,122,1455,463,"06","001","451703","1"
"Block Group 2, Census Tract 4517.03, Alameda County, California",165,22,130,0,0,44,13,9,0,13,0,0,0,0,46,49,79,49,37,94,35,34,12,80,16,82,0,0,0,9,16,54,57,115,11,11,1613,27,570,2306,269,"06","001","451703","2"
"Block Group 1, Census Tract 4517.04, Alameda County, California",43,0,92,0,0,0,11,11,0,9,11,20,0,12,23,78,37,24,35,49,9,0,0,25,0,36,20,0,10,10,0,17,54,42,0,12,1053,48,105,1255,277,"06","001","451704","1"
"Block Group 2, Census Tract 4517.04, Alameda County, California",120,10,113,0,10,48,0,10,0,42,0,0,3,12,81,60,34,104,93,31,0,10,6,15,9,16,0,0,0,62,0,56,33,122,0,31,1848,0,121,2012,230,"06","001","451704","2"
"Block Group 3, Census Tract 4517.04, Alameda County, California",41,0,30,0,0,0,8,0,0,0,0,7,10,9,30,48,39,53,32,26,10,0,0,27,0,20,36,0,0,0,11,9,0,33,0,0,659,16,17,757,137,"06","001","451704","3"
"Block Group 1, Census Tract 9819, Alameda County, California",3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,9,0,10,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,58,0,0,58,0,"06","001","981900","1"
"Block Group 1, Census Tract 9820, Alameda County, California",6,3,0,0,4,5,0,0,0,0,0,0,0,0,10,0,0,0,8,3,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,37,18,4,59,7,"06","001","982000","1"
"Block Group 1, Census Tract 9832, Alameda County, California",29,4,81,5,8,7,15,25,6,0,0,0,0,0,24,8,0,4,47,41,21,4,7,3,3,32,0,0,0,0,0,3,16,14,0,6,292,33,170,518,55,"06","001","983200","1"
"Block Group 0, Census Tract 9900, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06","001","990000","0"
"Block Group 2, Census Tract 4369, Alameda County, California",0,24,0,13,0,0,13,15,0,27,0,51,7,0,50,36,10,62,62,28,0,0,0,46,0,0,12,0,11,0,0,23,44,82,12,6,82,144,310,579,503,"06","001","436900","2"
"Block Group 1, Census Tract 4369, Alameda County, California",12,12,20,0,0,0,22,0,0,0,10,28,73,0,43,48,280,134,18,9,0,0,13,0,0,33,34,0,0,39,80,37,0,29,15,43,154,105,184,468,1843,"06","001","436900","1"
"Block Group 3, Census Tract 4369, Alameda County, California",11,0,20,0,0,11,0,0,0,0,0,0,56,0,32,33,58,123,20,26,5,0,6,0,0,33,29,0,0,0,41,70,31,90,0,11,304,9,173,486,762,"06","001","436900","3"
"Block Group 4, Census Tract 4369, Alameda County, California",0,0,20,21,0,7,19,0,0,1,9,48,0,0,64,117,134,196,41,0,0,31,0,39,48,33,47,28,0,27,0,32,36,191,0,22,402,76,181,930,1267,"06","001","436900","4"
"Block Group 1, Census Tract 4370, Alameda County, California",16,21,7,0,0,25,0,12,0,0,0,7,6,4,29,78,34,103,59,8,9,0,0,7,0,18,26,0,0,0,0,0,7,88,13,30,254,78,256,808,458,"06","001","437000","1"
"Block Group 2, Census Tract 4370, Alameda County, California",28,41,65,0,0,15,8,13,0,13,27,0,40,0,0,5,12,43,23,44,10,5,0,32,0,28,16,9,0,0,0,18,22,58,0,16,219,15,361,705,297,"06","001","437000","2"
"Block Group 3, Census Tract 4370, Alameda County, California",36,20,28,0,0,0,7,22,0,0,6,19,11,0,21,0,75,56,54,22,15,6,19,28,7,0,3,37,0,9,0,0,9,39,0,29,213,117,127,660,580,"06","001","437000","3"
"Block Group 2, Census Tract 4383, Alameda County, California",9,0,6,3,15,4,31,18,12,5,0,17,21,4,0,54,76,68,25,27,0,0,11,16,11,28,23,6,0,30,38,23,45,63,0,9,73,228,510,974,671,"06","001","438300","2"
"Block Group 3, Census Tract 4383, Alameda County, California",19,6,8,0,0,7,0,0,8,0,0,52,24,22,31,29,22,45,10,0,5,0,0,10,12,10,7,6,0,28,0,29,32,39,5,38,56,27,314,552,272,"06","001","438300","3"
"Block Group 1, Census Tract 4383, Alameda County, California",28,0,38,13,0,6,0,11,17,0,0,36,67,0,6,49,23,132,4,0,17,0,29,32,11,33,84,0,0,0,15,47,12,77,12,55,87,91,745,1077,451,"06","001","438300","1"
"Block Group 2, Census Tract 4403.04, Alameda County, California",30,34,31,0,0,21,12,0,9,65,19,26,6,19,41,46,79,189,20,29,46,0,0,96,9,64,70,0,0,0,0,34,52,30,0,57,224,207,1536,2132,304,"06","001","440304","2"
"Block Group 3, Census Tract 4403.04, Alameda County, California",44,29,59,0,0,7,0,16,0,0,0,0,0,0,99,93,30,48,39,120,33,7,16,7,0,22,0,0,0,7,0,8,9,23,0,84,176,56,1131,1439,171,"06","001","440304","3"
"Block Group 1, Census Tract 4403.04, Alameda County, California",16,0,45,0,0,0,0,0,0,4,0,6,5,0,22,45,49,87,60,18,12,7,0,16,0,0,21,0,0,7,12,10,37,11,11,38,88,89,604,945,149,"06","001","440304","1"
"Block Group 3, Census Tract 4414.02, Alameda County, California",56,0,118,13,9,0,0,0,0,0,0,7,0,0,0,22,22,14,17,16,33,0,0,0,0,23,10,0,0,32,6,11,19,27,0,0,250,2,650,931,58,"06","001","441402","3"
"Block Group 1, Census Tract 4414.02, Alameda County, California",57,27,144,3,0,13,0,0,0,32,0,9,9,0,60,51,27,55,53,56,50,20,0,12,0,24,17,0,0,0,0,18,44,77,0,0,407,12,1303,1883,30,"06","001","441402","1"
"Block Group 2, Census Tract 4414.02, Alameda County, California",95,7,205,0,6,15,0,8,0,13,0,24,16,0,84,136,57,80,58,50,62,0,0,43,36,95,0,10,0,7,0,14,86,127,0,12,372,124,1701,2392,144,"06","001","441402","2"
"Block Group 2, Census Tract 4415.22, Alameda County, California",63,17,136,0,0,0,8,15,0,16,0,34,26,9,22,70,54,38,38,10,53,0,0,58,0,36,39,0,0,0,12,9,69,84,22,29,81,275,1077,1467,590,"06","001","441522","2"
"Block Group 1, Census Tract 4415.22, Alameda County, California",27,19,178,0,0,28,0,0,0,0,0,11,0,5,9,6,41,16,51,74,61,0,0,30,0,27,6,0,0,12,0,11,17,45,0,0,312,3,1073,1388,7,"06","001","441522","1"
"Block Group 3, Census Tract 4415.22, Alameda County, California",35,19,77,0,0,11,43,10,0,5,0,5,9,17,5,32,9,99,72,31,79,0,0,21,10,26,61,0,0,35,11,25,50,52,0,26,151,0,983,1367,328,"06","001","441522","3"
"Block Group 1, Census Tract 4418, Alameda County, California",109,48,274,9,0,14,0,0,0,0,19,43,10,0,30,27,211,155,28,0,15,0,13,83,45,30,0,0,0,87,39,7,26,65,0,13,689,0,1132,1836,651,"06","001","441800","1"
"Block Group 2, Census Tract 4418, Alameda County, California",90,0,282,0,0,18,0,0,0,0,0,0,0,0,13,80,12,137,0,29,0,19,0,12,35,0,0,0,0,0,13,0,74,55,0,68,628,22,1219,1918,0,"06","001","441800","2"
"Block Group 3, Census Tract 4418, Alameda County, California",45,19,303,0,20,47,16,52,0,0,0,33,11,0,0,30,14,31,76,95,46,0,0,34,0,31,14,0,0,0,0,11,67,96,0,0,862,68,1031,2054,285,"06","001","441800","3"
"Block Group 4, Census Tract 4418, Alameda County, California",30,23,66,0,0,31,0,0,0,26,0,19,0,0,21,27,32,0,0,28,17,0,0,21,18,15,0,0,0,16,0,15,0,44,0,16,520,0,315,868,62,"06","001","441800","4"
"Block Group 1, Census Tract 4419.21, Alameda County, California",63,25,73,11,0,16,0,31,0,0,0,34,35,14,35,33,72,43,24,52,38,9,0,69,0,55,7,20,0,49,61,7,107,22,0,9,348,23,507,988,521,"06","001","441921","1"
"Block Group 2, Census Tract 4419.21, Alameda County, California",78,8,289,7,15,15,0,59,0,27,0,9,37,0,40,82,88,69,63,9,130,6,0,34,0,67,41,0,0,8,0,75,63,96,0,33,311,249,1098,1850,590,"06","001","441921","2"
"Block Group 1, Census Tract 4420, Alameda County, California",75,32,143,7,13,10,9,36,0,0,0,0,22,0,23,13,0,48,28,63,30,14,12,46,28,78,15,0,0,0,0,34,53,42,8,0,494,5,1273,1900,39,"06","001","442000","1"
"Block Group 2, Census Tract 4420, Alameda County, California",121,11,164,0,0,26,0,0,28,0,0,0,0,0,28,34,0,18,59,44,74,0,0,20,23,40,7,0,0,0,0,8,27,46,0,14,93,0,1124,1338,9,"06","001","442000","2"
"Block Group 1, Census Tract 4421, Alameda County, California",172,33,255,0,0,9,0,8,13,0,0,19,0,17,17,0,22,24,112,50,105,0,0,107,0,74,0,0,0,10,0,19,25,52,0,25,272,38,1850,2266,10,"06","001","442100","1"
"Block Group 2, Census Tract 4421, Alameda County, California",139,31,369,0,34,12,0,10,0,0,0,14,0,8,79,14,7,14,78,73,200,0,0,84,9,31,0,0,0,9,0,6,62,42,0,29,554,0,2241,2846,79,"06","001","442100","2"
"Block Group 4, Census Tract 4422, Alameda County, California",70,0,109,0,0,22,0,0,0,0,0,0,16,0,13,21,62,0,31,30,44,0,0,27,0,70,16,0,0,0,0,0,31,41,0,0,422,108,686,1260,77,"06","001","442200","4"
"Block Group 3, Census Tract 4422, Alameda County, California",75,0,153,0,0,0,0,0,0,0,0,0,0,0,0,60,0,19,17,20,86,28,0,18,0,0,22,0,0,0,0,53,0,0,0,17,354,0,1203,1557,53,"06","001","442200","3"
"Block Group 2, Census Tract 4422, Alameda County, California",79,28,364,0,0,28,0,0,0,0,0,0,0,0,30,8,93,21,131,92,146,0,14,15,0,19,45,0,0,0,0,0,0,26,0,0,384,0,1866,2318,97,"06","001","442200","2"
"Block Group 1, Census Tract 4422, Alameda County, California",61,20,153,0,0,0,0,0,8,0,0,0,0,0,78,0,8,49,100,36,55,0,0,48,0,69,0,0,0,0,0,20,17,71,0,14,262,4,1153,1600,151,"06","001","442200","1"
"Block Group 1, Census Tract 4403.31, Alameda County, California",26,22,61,0,0,4,6,23,0,5,0,6,0,25,42,74,76,79,26,15,30,14,4,6,5,55,2,7,0,38,0,29,82,75,0,53,303,20,884,1392,547,"06","001","440331","1"
"Block Group 2, Census Tract 4403.31, Alameda County, California",20,5,22,12,0,0,13,18,0,21,0,22,46,6,6,81,36,79,13,27,7,16,0,5,5,55,29,0,0,4,5,47,32,53,0,43,219,105,886,1296,138,"06","001","440331","2"
"Block Group 2, Census Tract 4413.02, Alameda County, California",27,61,56,0,7,22,34,0,0,0,0,0,10,0,9,33,0,16,63,8,54,0,19,10,0,27,0,0,0,25,0,0,16,51,0,11,377,91,488,993,194,"06","001","441302","2"
"Block Group 1, Census Tract 4413.02, Alameda County, California",79,42,124,0,0,12,12,8,0,0,0,0,28,30,65,15,51,147,69,42,30,0,0,51,0,53,63,0,0,0,10,19,16,76,0,24,575,10,1124,1759,349,"06","001","441302","1"
"Block Group 3, Census Tract 4413.02, Alameda County, California",38,0,121,8,0,0,0,7,0,0,0,13,10,0,10,26,38,25,17,17,24,0,26,17,0,0,0,0,0,12,0,43,12,51,0,8,207,10,696,1033,35,"06","001","441302","3"
"Block Group 4, Census Tract 4413.02, Alameda County, California",41,16,182,0,0,0,0,10,9,0,0,0,0,10,0,32,118,46,47,24,7,0,9,8,7,34,0,0,0,27,0,26,36,77,11,0,377,32,674,1234,284,"06","001","441302","4"
"Block Group 2, Census Tract 4433.01, Alameda County, California",216,56,209,0,0,6,9,0,0,0,0,0,9,4,69,77,30,23,91,163,104,0,0,96,0,46,28,12,0,9,5,16,96,78,0,52,815,163,1668,2732,279,"06","001","443301","2"
"Block Group 1, Census Tract 4433.01, Alameda County, California",33,18,146,0,0,6,0,7,0,0,0,0,0,0,0,49,11,9,30,10,69,0,0,33,0,9,8,0,0,10,0,46,0,29,0,0,243,0,800,1083,69,"06","001","443301","1"
"Block Group 2, Census Tract 4507.42, Alameda County, California",121,0,162,0,0,19,0,38,0,0,0,0,9,0,63,37,0,24,32,8,59,8,11,34,9,33,0,0,0,0,0,21,13,18,0,0,1039,6,275,1337,87,"06","001","450742","2"
"Block Group 3, Census Tract 4507.42, Alameda County, California",144,17,125,13,0,14,0,12,0,8,0,23,0,0,39,13,9,0,40,19,35,12,8,33,13,24,0,0,0,0,0,13,62,38,0,0,694,10,546,1315,171,"06","001","450742","3"
"Block Group 1, Census Tract 4507.42, Alameda County, California",105,28,139,0,7,24,9,22,0,0,27,0,22,10,66,36,62,40,86,74,36,21,11,54,12,50,0,0,0,25,8,9,59,59,0,0,1184,11,388,1671,350,"06","001","450742","1"
"Block Group 1, Census Tract 4516.01, Alameda County, California",37,10,51,0,20,40,0,28,0,0,8,42,7,0,50,38,104,27,50,32,18,0,0,35,0,27,0,0,0,19,0,10,34,145,0,41,1225,0,107,1344,72,"06","001","451601","1"
"Block Group 2, Census Tract 4516.01, Alameda County, California",276,39,197,0,10,33,0,0,0,10,36,37,0,10,141,34,75,114,103,155,87,0,12,113,17,57,12,7,0,19,8,96,131,232,0,17,2775,48,566,3578,315,"06","001","451601","2"
"Block Group 2, Census Tract 4517.01, Alameda County, California",78,0,39,0,17,0,24,0,0,0,31,0,0,0,24,14,130,41,33,0,38,0,0,24,10,27,23,0,0,4,30,52,51,35,0,0,1123,0,57,1283,201,"06","001","451701","2"
"Block Group 3, Census Tract 4517.01, Alameda County, California",84,0,43,0,0,0,0,0,0,0,12,6,13,9,7,8,17,33,12,20,9,9,0,22,0,7,10,0,0,31,0,10,20,48,0,15,602,6,65,688,169,"06","001","451701","3"
"Block Group 1, Census Tract 4517.01, Alameda County, California",58,0,78,0,9,8,0,0,0,4,9,6,0,0,40,2,28,48,20,32,0,0,0,23,0,8,0,0,0,0,0,40,19,21,0,0,518,0,14,585,230,"06","001","451701","1"
"Block Group 1, Census Tract 4006, Alameda County, California",80,17,28,6,4,0,12,7,9,25,0,5,0,0,41,13,0,15,66,33,34,10,17,33,9,29,0,0,0,20,0,5,19,42,0,19,398,242,116,900,80,"06","001","400600","1"
"Block Group 2, Census Tract 4006, Alameda County, California",32,12,33,18,5,0,12,23,0,0,0,10,8,0,12,0,16,19,27,53,37,19,0,11,24,6,0,0,0,0,0,5,8,27,0,0,331,160,42,595,60,"06","001","400600","2"
"Block Group 2, Census Tract 4012, Alameda County, California",49,17,63,8,5,28,22,21,0,0,0,57,0,0,44,0,6,12,29,12,24,36,15,48,21,22,9,5,8,19,0,0,0,50,0,10,431,171,115,774,108,"06","001","401200","2"
"Block Group 3, Census Tract 4012, Alameda County, California",61,24,22,0,0,15,31,14,0,28,0,12,0,7,0,0,13,8,9,0,16,19,7,0,11,0,0,0,0,0,11,38,19,0,0,23,302,129,60,524,55,"06","001","401200","3"
"Block Group 1, Census Tract 4012, Alameda County, California",45,5,69,0,22,39,16,7,0,0,0,21,0,0,7,9,29,23,73,0,38,0,40,40,15,50,0,0,0,24,0,26,17,43,7,0,599,130,52,817,323,"06","001","401200","1"
"Block Group 1, Census Tract 4031, Alameda County, California",50,27,33,5,4,19,43,11,0,6,0,33,4,13,36,29,26,93,35,27,73,6,55,20,6,22,14,0,0,0,6,13,47,74,0,21,420,335,767,1596,234,"06","001","403100","1"
"Block Group 3, Census Tract 4038, Alameda County, California",36,20,73,14,36,62,16,7,0,0,0,9,0,0,0,9,9,28,68,17,40,9,17,43,8,17,0,0,0,8,0,18,9,19,0,11,399,121,120,684,116,"06","001","403800","3"
"Block Group 4, Census Tract 4038, Alameda County, California",49,28,71,10,18,7,60,0,0,35,8,0,0,0,69,0,0,22,123,31,43,16,9,51,56,38,0,0,0,9,0,20,9,72,0,9,912,54,80,1089,42,"06","001","403800","4"
"Block Group 1, Census Tract 4038, Alameda County, California",47,8,21,0,34,0,14,23,0,0,0,0,0,9,0,0,0,9,24,9,0,0,7,5,8,0,0,0,0,0,0,0,56,0,0,0,261,0,164,498,36,"06","001","403800","1"
"Block Group 2, Census Tract 4038, Alameda County, California",19,8,29,0,59,0,32,0,0,0,0,0,11,0,41,9,17,8,89,46,33,0,18,99,9,8,0,0,0,0,0,48,17,38,0,9,613,23,108,772,62,"06","001","403800","2"
"Block Group 2, Census Tract 4040, Alameda County, California",99,21,49,8,26,18,28,24,0,0,0,25,0,0,29,20,31,23,69,51,35,0,17,65,0,42,0,0,0,16,0,26,38,35,0,0,770,36,86,983,145,"06","001","404000","2"
"Block Group 1, Census Tract 4040, Alameda County, California",135,18,133,0,11,74,24,0,0,28,0,14,124,0,31,33,31,58,90,42,44,54,32,70,6,54,22,0,0,9,35,49,27,96,0,26,981,148,245,1547,358,"06","001","404000","1"
"Block Group 1, Census Tract 4045.01, Alameda County, California",104,42,74,7,38,50,55,41,0,8,0,0,0,7,24,13,13,17,102,59,30,18,17,52,14,26,0,0,0,6,0,35,51,50,0,19,1238,79,256,1730,127,"06","001","404501","1"
"Block Group 3, Census Tract 4051, Alameda County, California",76,25,20,0,85,11,27,47,0,0,0,0,0,17,26,0,0,9,82,75,13,0,8,24,18,24,0,0,0,9,0,13,0,56,0,0,664,274,107,1146,64,"06","001","405100","3"
"Block Group 4, Census Tract 4051, Alameda County, California",26,7,54,0,25,9,6,0,0,0,0,0,0,0,0,0,0,0,56,28,19,10,21,24,22,0,0,0,0,0,0,0,0,0,0,10,290,76,150,580,0,"06","001","405100","4"
