"NAME","B25009_001E","B11002_001E","B23025_004E","B23025_006E","B19001_001E","B19001_002E","B19001_003E","B19001_004E","B19001_005E","B19001_006E","B19001_007E","B19001_008E","B19001_009E","B19001_010E","B19001_011E","B19001_012E","B19001_013E","B19001_014E","B19001_015E","B19001_016E","B19001_017E","B01001_003E","B01001_004E","B01001_005E","B01001_006E","B01001_007E","B01001_008E","B01001_009E","B01001_010E","B01001_011E","B01001_012E","B01001_013E","B01001_014E","B01001_015E","B01001_016E","B01001_017E","B01001_018E","B01001_019E","B01001_020E","B01001_021E","B01001_022E","B01001_023E","B01001_024E","B01001_025E","B01001_027E","B01001_028E","B01001_029E","B01001_030E","B01001_031E","state","county","tract","block group"
"Block Group 3, Census Tract 5082.03, Santa Clara County, California",822,2378,978,0,822,73,0,0,7,10,0,17,49,8,25,26,132,66,33,128,248,100,119,25,33,0,13,0,9,71,137,74,146,53,68,35,8,68,37,7,51,51,0,33,102,192,28,27,0,"06","085","508203","3"
"Block Group 2, Census Tract 5082.03, Santa Clara County, California",574,1697,847,0,574,0,0,0,11,0,0,0,0,12,25,34,55,60,31,24,322,54,64,73,69,11,0,0,8,63,37,78,94,94,81,35,0,10,0,8,30,20,33,0,36,51,119,11,0,"06","085","508203","2"
"Block Group 1, Census Tract 5082.03, Santa Clara County, California",416,1244,495,0,416,0,0,0,0,28,15,0,0,0,0,26,25,68,0,107,147,35,116,126,9,0,0,0,0,7,9,36,69,39,30,33,19,26,24,8,10,18,40,13,31,44,62,9,2,"06","085","508203","1"
"Block Group 1, Census Tract 5082.04, Santa Clara County, California",667,2080,1045,0,667,37,0,0,22,10,0,4,0,33,10,35,58,105,55,75,223,97,134,31,29,45,28,0,32,70,36,248,109,61,47,19,9,27,14,25,0,23,0,0,72,116,55,54,20,"06","085","508204","1"
"Block Group 3, Census Tract 5082.04, Santa Clara County, California",482,1328,630,0,482,23,10,6,0,32,25,0,8,0,0,0,21,59,27,66,205,39,48,50,16,0,5,0,10,23,60,78,60,20,46,69,10,36,11,18,8,41,8,6,80,49,72,21,0,"06","085","508204","3"
"Block Group 2, Census Tract 5082.04, Santa Clara County, California",326,797,400,0,326,13,0,0,12,0,6,0,27,0,0,16,35,32,12,59,114,18,11,35,12,7,0,0,0,23,16,19,31,22,18,58,34,12,9,8,16,8,32,0,31,20,0,0,0,"06","085","508204","2"
"Block Group 1, Census Tract 5093.02, Santa Clara County, California",1224,3376,1725,0,1224,38,47,18,46,8,9,8,38,32,52,79,103,147,46,156,397,163,135,93,37,5,14,0,24,95,107,97,205,222,100,92,49,23,19,36,31,37,27,49,90,114,102,83,0,"06","085","509302","1"
"Block Group 1, Census Tract 5050.08, Santa Clara County, California",2422,5541,3420,0,2422,146,31,0,0,29,0,57,111,15,30,60,206,359,379,485,514,236,45,8,0,13,17,0,132,946,702,373,102,125,67,13,19,0,10,0,37,0,0,0,391,110,14,0,0,"06","085","505008","1"
"Block Group 2, Census Tract 5050.08, Santa Clara County, California",166,316,197,0,166,17,0,0,0,0,0,0,0,0,0,0,17,18,54,31,29,11,0,0,0,0,0,0,0,69,31,0,16,14,0,0,0,0,0,0,0,0,0,0,15,13,0,0,0,"06","085","505008","2"
"Block Group 1, Census Tract 5043.22, Santa Clara County, California",644,1921,925,0,644,0,0,40,17,31,31,0,0,13,32,72,180,21,14,100,93,62,23,51,149,17,0,0,0,20,41,51,123,213,42,82,0,20,13,27,11,8,0,0,99,61,50,88,24,"06","085","504322","1"
"Block Group 2, Census Tract 5043.22, Santa Clara County, California",561,1413,818,0,561,0,0,0,34,0,0,0,0,0,64,13,65,50,113,130,92,26,10,0,0,0,0,27,0,47,262,103,69,21,0,23,0,29,10,0,0,11,0,0,117,21,0,0,0,"06","085","504322","2"
"Block Group 3, Census Tract 5043.22, Santa Clara County, California",847,2136,1261,0,847,28,0,19,0,0,7,40,13,13,33,55,78,56,169,124,212,68,34,0,0,0,0,0,171,166,269,83,81,101,116,25,24,14,0,0,0,0,27,0,104,101,0,0,0,"06","085","504322","3"
"Block Group 2, Census Tract 5119.15, Santa Clara County, California",698,2255,1051,0,698,70,84,40,30,20,9,0,71,14,50,101,123,17,7,29,33,113,74,67,82,16,0,24,73,77,72,14,57,73,48,25,9,11,0,31,15,33,16,8,80,80,184,20,0,"06","085","511915","2"
"Block Group 1, Census Tract 5119.15, Santa Clara County, California",522,1319,606,0,522,17,37,0,15,0,19,45,0,16,9,53,45,30,39,103,94,19,71,119,41,13,0,0,8,28,37,28,82,24,65,74,10,12,22,11,20,19,0,10,19,25,29,11,10,"06","085","511915","1"
"Block Group 2, Census Tract 5043.23, Santa Clara County, California",1235,3651,1982,0,1235,25,36,10,77,10,10,11,18,56,44,40,263,195,96,175,169,98,68,33,35,25,0,16,129,263,430,223,140,69,63,60,8,68,0,54,52,8,7,13,276,62,143,36,0,"06","085","504323","2"
"Block Group 3, Census Tract 5043.23, Santa Clara County, California",218,1100,557,0,218,0,0,0,0,8,10,0,0,0,44,7,15,23,39,37,35,143,44,33,7,8,0,0,33,118,19,31,18,85,21,10,0,0,8,14,8,11,0,0,0,35,29,0,0,"06","085","504323","3"
"Block Group 1, Census Tract 5043.23, Santa Clara County, California",472,1436,648,0,472,37,20,90,0,0,5,0,0,0,16,84,37,48,34,55,46,19,34,44,30,21,0,2,9,46,58,61,76,38,68,82,17,16,15,23,74,38,10,16,6,31,36,6,0,"06","085","504323","1"
"Block Group 4, Census Tract 5039.02, Santa Clara County, California",444,2005,864,0,444,56,0,0,7,12,55,0,23,9,54,18,109,25,0,49,27,148,96,64,12,106,9,0,13,113,75,27,102,10,0,7,53,0,17,0,0,0,0,13,163,163,71,62,0,"06","085","503902","4"
"Block Group 1, Census Tract 5039.02, Santa Clara County, California",455,1762,816,0,455,7,0,15,11,36,13,15,25,33,47,73,56,77,8,30,9,39,123,102,59,17,0,36,32,73,17,21,97,66,112,25,30,0,18,7,35,21,0,0,42,13,35,56,72,"06","085","503902","1"
"Block Group 2, Census Tract 5039.02, Santa Clara County, California",331,937,357,0,331,34,14,0,0,17,0,10,40,68,0,14,47,7,11,23,46,48,0,35,0,38,0,0,48,8,10,8,63,81,57,0,23,12,0,23,6,17,11,42,0,11,27,0,19,"06","085","503902","2"
"Block Group 3, Census Tract 5039.02, Santa Clara County, California",308,1074,580,8,308,0,0,0,0,0,0,35,0,13,25,48,0,49,0,61,77,32,14,23,22,23,0,15,0,67,6,31,96,87,32,17,0,0,0,7,11,30,0,22,60,78,28,0,0,"06","085","503902","3"
"Block Group 1, Census Tract 5033.30, Santa Clara County, California",642,2437,1144,0,642,17,18,0,0,0,0,0,0,0,0,11,43,67,35,155,296,16,34,155,18,55,0,53,45,89,45,14,88,166,138,107,3,27,18,24,58,60,44,0,103,13,83,41,31,"06","085","503330","1"
"Block Group 2, Census Tract 5033.30, Santa Clara County, California",490,1849,752,0,490,0,0,0,0,0,0,0,0,0,0,0,67,60,157,70,136,14,33,190,42,18,59,0,29,54,0,57,95,88,135,0,0,0,50,24,0,0,0,0,0,93,180,36,78,"06","085","503330","2"
"Block Group 3, Census Tract 5033.30, Santa Clara County, California",1063,4395,1803,0,1063,0,59,0,0,0,0,0,0,0,0,74,39,51,89,177,574,65,323,189,144,23,0,36,16,54,88,67,235,244,161,45,0,53,32,22,21,130,0,0,138,178,385,191,52,"06","085","503330","3"
"Block Group 2, Census Tract 5039.03, Santa Clara County, California",284,972,503,0,284,0,13,3,25,12,0,46,0,19,4,5,41,21,31,64,0,34,83,57,33,0,6,14,21,36,52,65,22,53,19,18,9,46,9,4,0,27,16,0,0,26,25,0,0,"06","085","503903","2"
"Block Group 1, Census Tract 5039.03, Santa Clara County, California",644,2524,1335,4,644,14,37,59,0,11,0,11,34,32,73,44,82,51,63,71,62,102,71,63,34,34,21,10,59,119,151,47,48,75,126,69,29,63,10,28,17,29,14,38,54,76,86,29,46,"06","085","503903","1"
"Block Group 1, Census Tract 5033.29, Santa Clara County, California",502,1853,891,0,502,13,8,0,0,0,0,0,14,0,7,9,35,31,36,144,205,48,66,103,27,14,12,0,44,27,36,62,110,117,66,63,31,20,14,6,40,27,11,15,48,75,69,53,11,"06","085","503329","1"
"Block Group 2, Census Tract 5033.29, Santa Clara County, California",485,1910,997,0,485,9,4,0,0,0,0,7,0,4,8,18,15,98,51,54,217,11,116,93,82,25,14,12,43,29,49,39,106,67,85,90,3,27,65,0,5,26,19,10,41,61,74,27,23,"06","085","503329","2"
"Block Group 2, Census Tract 5037.13, Santa Clara County, California",208,648,260,0,208,6,0,8,15,9,41,14,0,0,19,58,29,9,0,0,0,61,24,29,49,7,0,0,10,11,35,55,27,5,0,9,0,17,0,7,0,0,0,0,37,40,23,11,0,"06","085","503713","2"
"Block Group 1, Census Tract 5037.13, Santa Clara County, California",936,2517,1044,0,936,47,209,69,78,79,64,20,0,40,31,44,74,122,52,0,7,94,153,48,23,36,0,0,29,51,225,76,130,47,69,88,0,9,41,30,53,69,20,19,82,30,31,32,40,"06","085","503713","1"
"Block Group 2, Census Tract 5120.43, Santa Clara County, California",511,2750,1162,0,511,0,0,19,43,16,36,8,24,28,21,31,123,98,19,35,10,150,98,102,62,23,66,49,22,119,146,59,71,98,126,42,52,18,0,17,43,26,0,1,54,107,162,100,60,"06","085","512043","2"
"Block Group 1, Census Tract 5120.43, Santa Clara County, California",1002,3953,1579,0,1002,37,127,88,31,66,0,66,81,77,63,92,166,50,42,6,10,156,60,204,84,80,35,34,35,160,189,171,153,133,100,74,27,20,24,4,42,22,18,0,342,287,178,93,54,"06","085","512043","1"
"Block Group 2, Census Tract 5033.37, Santa Clara County, California",315,1395,627,0,315,26,0,11,0,6,10,4,6,5,30,8,62,20,16,44,67,36,58,30,55,35,19,25,40,38,40,20,68,38,49,27,28,16,16,32,17,4,16,14,18,15,62,47,4,"06","085","503337","2"
"Block Group 1, Census Tract 5033.37, Santa Clara County, California",643,2138,1147,0,643,16,11,16,10,22,12,29,30,19,70,92,118,103,41,35,19,58,49,22,63,48,6,5,82,67,104,64,73,51,124,37,28,34,16,53,22,13,13,0,74,58,40,43,13,"06","085","503337","1"
"Block Group 3, Census Tract 5033.13, Santa Clara County, California",407,1338,732,0,407,12,0,0,0,0,12,3,0,27,0,0,13,47,78,81,134,60,42,9,45,12,0,0,50,44,10,10,95,8,48,51,30,53,3,24,61,12,0,0,13,73,16,41,12,"06","085","503313","3"
"Block Group 1, Census Tract 5033.13, Santa Clara County, California",393,1402,757,0,393,0,0,0,0,0,0,0,13,12,8,20,36,46,39,69,150,21,76,31,70,8,0,27,45,38,16,43,43,50,48,81,14,32,0,38,45,0,0,0,18,41,29,26,26,"06","085","503313","1"
"Block Group 2, Census Tract 5033.13, Santa Clara County, California",524,1908,923,0,524,0,10,0,0,0,10,0,0,0,10,42,70,43,73,53,213,23,103,117,10,8,32,12,27,40,24,44,34,108,72,122,21,19,31,60,21,36,0,0,10,50,114,84,0,"06","085","503313","2"
"Block Group 2, Census Tract 5033.22, Santa Clara County, California",442,1855,1016,0,442,19,5,0,7,5,6,9,0,22,37,45,28,73,63,57,66,35,71,36,43,24,43,36,54,69,52,63,47,69,103,92,75,21,8,7,45,8,24,5,32,24,59,46,12,"06","085","503322","2"
"Block Group 1, Census Tract 5033.22, Santa Clara County, California",305,1222,663,0,305,3,0,0,10,7,25,5,5,4,20,31,23,48,6,41,77,20,43,35,19,25,9,36,9,38,18,108,44,64,19,44,14,37,14,21,26,7,0,0,24,9,49,57,11,"06","085","503322","1"
"Block Group 3, Census Tract 5033.22, Santa Clara County, California",309,1270,613,0,309,0,0,9,5,0,0,0,16,8,30,25,15,46,43,54,58,5,26,83,33,3,0,16,34,49,7,0,47,85,64,46,4,50,6,21,20,13,0,0,36,61,37,0,21,"06","085","503322","3"
"Block Group 2, Census Tract 5122, Santa Clara County, California",982,2787,1420,0,982,0,22,0,9,11,12,0,17,42,9,83,114,65,41,173,384,42,25,91,159,30,12,3,8,9,17,62,82,73,198,125,29,145,35,93,126,31,28,0,22,45,34,110,26,"06","085","512200","2"
"Block Group 1, Census Tract 5122, Santa Clara County, California",642,1452,590,0,642,22,12,0,12,0,10,83,0,9,62,10,20,58,82,73,189,1,101,36,15,0,0,0,9,19,0,13,15,106,94,62,22,65,0,85,43,11,30,10,43,35,20,16,0,"06","085","512200","1"
"Block Group 2, Census Tract 5066.01, Santa Clara County, California",276,890,440,0,276,23,0,0,0,7,6,0,0,0,15,17,0,44,9,46,109,8,34,45,0,0,0,0,17,7,46,19,66,38,70,17,5,0,10,12,24,28,0,0,40,45,24,6,3,"06","085","506601","2"
"Block Group 3, Census Tract 5066.01, Santa Clara County, California",671,1585,943,0,671,31,28,50,7,31,0,18,66,7,28,32,94,45,63,37,134,30,26,50,26,20,17,17,20,64,117,70,79,6,117,69,17,6,7,9,0,10,21,16,39,36,33,56,0,"06","085","506601","3"
"Block Group 1, Census Tract 5066.01, Santa Clara County, California",696,2081,1027,0,696,0,27,9,62,7,38,8,35,8,50,29,81,27,57,135,123,134,109,51,45,15,0,33,78,67,40,55,74,61,145,98,22,38,10,0,0,24,0,11,61,109,55,14,0,"06","085","506601","1"
"Block Group 3, Census Tract 5067.01, Santa Clara County, California",507,1609,844,0,507,0,9,0,24,9,0,0,0,0,21,24,14,102,60,92,152,13,60,47,36,26,0,6,10,81,34,73,52,58,61,102,37,65,12,0,32,23,0,0,31,72,36,38,5,"06","085","506701","3"
"Block Group 1, Census Tract 5067.01, Santa Clara County, California",269,736,416,0,269,0,0,13,22,10,0,0,0,17,0,22,0,19,39,9,118,30,25,24,14,12,0,0,20,2,29,26,24,27,46,9,11,13,16,29,0,0,0,13,23,38,26,10,7,"06","085","506701","1"
"Block Group 2, Census Tract 5067.01, Santa Clara County, California",530,1586,857,0,530,52,16,0,0,0,22,0,0,5,29,0,70,54,43,81,158,32,54,21,98,63,15,50,16,14,0,41,41,98,111,88,27,11,35,16,0,56,0,16,10,18,73,60,9,"06","085","506701","2"
"Block Group 3, Census Tract 5067.02, Santa Clara County, California",573,1320,765,0,573,11,16,0,0,0,55,25,0,0,15,30,60,96,36,169,60,35,34,51,17,0,0,40,0,76,13,62,30,61,18,92,13,0,10,0,0,14,0,14,89,73,25,0,48,"06","085","506702","3"
"Block Group 1, Census Tract 5067.02, Santa Clara County, California",634,2634,1054,0,634,32,60,11,0,34,23,0,37,53,51,0,91,59,62,65,56,44,69,173,35,75,40,0,57,51,163,30,19,223,117,94,10,22,14,0,30,39,74,60,69,63,86,36,67,"06","085","506702","1"
"Block Group 2, Census Tract 5067.02, Santa Clara County, California",720,2254,1129,0,720,0,0,25,0,13,22,9,0,52,69,0,25,27,72,130,276,117,103,58,33,0,0,0,23,37,53,38,148,130,96,60,26,52,12,13,15,65,0,13,62,166,84,23,63,"06","085","506702","2"
"Block Group 2, Census Tract 5068.03, Santa Clara County, California",581,1750,704,0,581,0,34,19,0,0,0,0,0,0,32,31,16,0,129,155,165,78,74,39,34,0,0,0,20,46,91,107,13,91,120,33,0,14,14,35,31,42,15,0,67,64,64,6,20,"06","085","506803","2"
"Block Group 1, Census Tract 5068.03, Santa Clara County, California",616,2090,904,0,616,17,0,0,0,0,23,0,16,33,33,12,40,47,70,119,206,88,135,26,30,16,15,13,56,15,58,76,65,20,105,91,21,21,0,71,0,0,44,39,68,72,83,45,49,"06","085","506803","1"
"Block Group 3, Census Tract 5068.03, Santa Clara County, California",877,2497,1140,0,877,26,0,48,0,33,79,0,18,0,126,145,76,43,0,172,111,19,102,245,13,18,21,0,78,38,0,114,164,154,97,90,0,0,0,0,10,26,31,24,42,29,109,26,19,"06","085","506803","3"
"Block Group 4, Census Tract 5068.03, Santa Clara County, California",253,803,387,0,253,16,10,0,0,0,16,0,13,12,17,0,18,0,47,31,73,65,80,28,38,10,0,0,39,0,38,31,16,31,28,25,0,8,25,16,16,0,0,0,0,42,15,29,0,"06","085","506803","4"
"Block Group 1, Census Tract 5074.01, Santa Clara County, California",459,1319,627,0,459,8,8,9,0,0,0,9,9,0,8,8,44,32,34,21,269,0,85,85,7,7,0,18,9,29,0,38,58,105,35,39,7,16,9,32,60,19,10,11,14,29,59,47,0,"06","085","507401","1"
"Block Group 2, Census Tract 5074.01, Santa Clara County, California",426,1279,450,0,426,10,24,0,0,0,0,0,21,0,20,36,7,21,49,131,107,13,79,110,11,9,0,0,0,14,0,10,62,59,73,30,0,23,0,51,47,10,42,21,0,0,44,67,11,"06","085","507401","2"
"Block Group 3, Census Tract 5074.01, Santa Clara County, California",427,1465,675,0,427,0,0,0,0,0,0,0,0,9,24,27,35,26,8,43,255,0,31,67,59,59,0,9,29,44,0,31,60,56,74,24,45,15,17,68,0,43,23,13,47,64,32,30,7,"06","085","507401","3"
"Block Group 5, Census Tract 5074.01, Santa Clara County, California",257,621,329,0,257,9,0,0,9,8,0,0,0,0,9,18,58,0,17,28,101,0,0,22,35,19,9,0,6,0,0,0,0,61,29,40,0,19,8,0,49,0,10,0,0,13,7,6,0,"06","085","507401","5"
"Block Group 4, Census Tract 5074.01, Santa Clara County, California",338,1034,513,0,338,8,9,0,0,8,0,9,0,0,0,0,6,35,36,101,126,7,0,67,64,23,9,0,10,21,7,7,18,46,96,55,15,40,0,7,10,30,0,0,15,26,32,43,0,"06","085","507401","4"
"Block Group 1, Census Tract 5086.02, Santa Clara County, California",1265,2840,1655,10,1265,74,113,72,0,9,21,24,19,0,9,112,29,187,182,111,303,104,64,40,0,47,0,0,50,372,230,195,52,152,48,17,37,27,0,51,0,6,25,58,145,41,24,5,17,"06","085","508602","1"
"Block Group 2, Census Tract 5086.02, Santa Clara County, California",402,984,613,0,402,0,9,8,6,0,0,7,9,24,0,33,65,30,41,64,106,21,21,98,0,0,0,0,0,37,41,86,37,54,34,42,17,18,1,20,8,4,7,0,34,16,18,16,6,"06","085","508602","2"
"Block Group 3, Census Tract 5086.02, Santa Clara County, California",353,920,415,0,353,12,0,0,37,14,8,0,0,0,41,35,17,8,14,63,104,32,72,12,36,22,0,0,0,46,77,13,29,28,29,38,18,0,0,0,12,19,0,16,13,50,20,0,0,"06","085","508602","3"
"Block Group 5, Census Tract 5087.03, Santa Clara County, California",1050,2453,1631,0,1050,0,0,49,35,14,17,21,18,50,43,101,64,81,142,212,203,139,62,29,12,1,0,15,28,305,292,94,48,21,146,21,18,24,14,38,0,0,0,0,43,112,30,0,15,"06","085","508703","5"
"Block Group 1, Census Tract 5087.03, Santa Clara County, California",465,1165,530,0,465,0,0,16,0,0,16,22,57,16,17,40,52,22,16,80,111,19,34,62,21,0,0,0,28,87,122,52,51,0,42,20,31,18,0,0,57,21,16,0,28,21,22,0,0,"06","085","508703","1"
"Block Group 2, Census Tract 5087.03, Santa Clara County, California",717,1757,1082,0,717,17,18,35,0,21,0,0,24,0,0,16,118,102,108,33,225,84,91,0,0,21,0,0,51,172,68,278,125,27,41,0,0,16,0,0,0,0,0,21,33,103,57,0,0,"06","085","508703","2"
"Block Group 4, Census Tract 5087.03, Santa Clara County, California",421,890,464,0,421,0,65,0,0,0,37,14,18,0,35,36,35,38,43,43,57,20,33,18,0,0,0,0,0,88,128,11,47,0,0,0,0,0,21,0,18,0,0,0,51,49,0,15,0,"06","085","508703","4"
"Block Group 3, Census Tract 5087.03, Santa Clara County, California",520,1483,837,0,520,22,0,0,0,51,0,0,26,0,17,0,16,32,0,160,196,18,53,61,0,13,0,0,65,55,57,46,63,53,45,51,39,0,0,36,13,32,0,0,48,0,65,0,27,"06","085","508703","3"
"Block Group 1, Census Tract 5088, Santa Clara County, California",952,2443,1586,0,952,46,10,13,0,8,31,10,33,11,10,4,132,135,123,88,298,100,16,76,7,0,0,19,42,319,226,121,90,69,16,42,57,30,17,0,13,0,4,0,61,42,33,6,11,"06","085","508800","1"
"Block Group 2, Census Tract 5088, Santa Clara County, California",484,1322,740,0,484,20,0,13,37,10,31,12,0,0,30,32,55,64,40,71,69,18,26,20,11,30,23,0,12,107,31,160,51,12,18,0,14,49,10,0,10,0,7,0,51,61,58,43,21,"06","085","508800","2"
"Block Group 3, Census Tract 5089, Santa Clara County, California",245,807,411,0,245,8,0,0,16,5,19,0,0,0,6,24,40,62,18,24,23,26,29,10,7,3,0,0,0,43,61,16,13,56,34,46,0,12,0,12,0,0,17,0,59,37,11,0,0,"06","085","508900","3"
"Block Group 1, Census Tract 5089, Santa Clara County, California",1083,3043,1892,0,1083,61,48,60,19,9,50,23,58,10,49,72,275,75,53,102,119,110,121,112,13,56,0,0,40,187,335,134,106,114,36,93,0,28,0,39,7,27,0,0,203,112,44,40,12,"06","085","508900","1"
"Block Group 2, Census Tract 5089, Santa Clara County, California",379,1462,769,0,379,0,8,9,32,0,0,0,17,8,0,27,28,63,12,67,108,69,32,43,10,3,0,0,14,146,102,10,53,126,8,51,41,5,39,0,14,40,7,5,68,16,27,9,6,"06","085","508900","2"
"Block Group 3, Census Tract 5090, Santa Clara County, California",924,2751,1858,0,924,0,28,0,36,0,53,22,0,63,13,82,214,90,65,107,151,114,58,25,50,27,58,0,70,251,84,185,63,97,84,84,22,13,22,112,21,27,0,7,66,122,26,0,0,"06","085","509000","3"
"Block Group 4, Census Tract 5090, Santa Clara County, California",578,2045,884,0,578,0,0,30,31,138,0,0,16,47,77,52,56,23,13,16,79,159,139,145,39,20,0,0,106,76,86,95,120,0,25,56,12,19,11,0,24,0,13,0,166,26,62,18,13,"06","085","509000","4"
"Block Group 2, Census Tract 5090, Santa Clara County, California",542,1818,730,0,542,19,0,18,0,13,49,67,100,16,0,98,28,18,16,43,57,128,100,41,19,3,0,19,110,23,32,115,66,4,13,48,32,31,9,29,0,15,0,0,119,49,285,0,0,"06","085","509000","2"
"Block Group 1, Census Tract 5090, Santa Clara County, California",506,1370,879,16,506,26,9,0,15,14,13,0,17,20,17,108,83,28,19,69,68,31,46,55,23,0,51,0,17,91,109,51,0,55,145,47,12,10,15,9,0,13,0,0,45,0,8,0,0,"06","085","509000","1"
"Block Group 2, Census Tract 5119.10, Santa Clara County, California",234,612,319,0,234,11,0,0,0,7,0,0,0,11,0,7,8,21,34,34,101,10,3,26,0,0,0,0,0,31,50,23,9,46,24,12,0,11,0,0,10,0,7,15,41,56,15,11,0,"06","085","511910","2"
"Block Group 1, Census Tract 5119.10, Santa Clara County, California",422,1219,514,0,422,0,0,0,0,19,13,16,0,12,9,28,16,14,31,57,207,34,31,38,62,9,15,0,72,26,0,45,28,44,39,40,49,36,10,20,8,12,37,16,47,11,13,28,21,"06","085","511910","1"
"Block Group 3, Census Tract 5119.10, Santa Clara County, California",401,1409,441,0,401,9,0,29,0,0,0,13,0,7,8,8,7,50,32,38,200,18,53,120,66,18,0,17,16,0,0,18,52,88,51,38,26,23,0,19,8,29,14,26,25,57,82,33,17,"06","085","511910","3"
"Block Group 2, Census Tract 5091.07, Santa Clara County, California",1136,3085,1727,0,1136,9,25,10,12,0,8,66,81,10,9,88,75,124,176,142,301,147,138,111,45,10,19,31,62,392,430,187,65,65,21,31,9,12,9,0,0,0,0,0,147,52,98,20,0,"06","085","509107","2"
"Block Group 1, Census Tract 5091.07, Santa Clara County, California",806,2011,1191,0,806,45,0,7,11,9,20,26,0,84,68,35,129,103,44,83,142,52,45,0,59,12,0,0,30,58,147,104,64,20,169,20,11,0,0,8,88,0,0,0,94,7,66,46,13,"06","085","509107","1"
"Block Group 4, Census Tract 5093.03, Santa Clara County, California",390,652,392,0,390,28,8,24,58,16,0,9,8,0,27,50,9,56,6,47,44,30,0,0,0,0,0,0,8,37,38,17,17,25,11,0,10,0,0,9,26,26,11,17,23,9,8,0,0,"06","085","509303","4"
"Block Group 1, Census Tract 5093.03, Santa Clara County, California",515,1073,544,0,515,47,42,8,0,10,8,17,7,23,34,91,8,21,65,31,103,39,70,0,15,11,10,0,18,28,32,0,64,33,44,39,8,24,0,42,24,10,0,8,8,65,0,0,0,"06","085","509303","1"
"Block Group 3, Census Tract 5093.03, Santa Clara County, California",367,685,352,0,367,46,0,8,0,44,0,15,8,0,16,51,64,36,17,5,57,47,0,0,0,0,0,8,36,52,107,18,9,9,16,8,0,0,0,8,8,15,0,7,48,0,0,0,0,"06","085","509303","3"
"Block Group 2, Census Tract 5093.03, Santa Clara County, California",432,1071,596,0,432,0,9,29,0,36,0,6,15,7,25,24,47,49,30,56,99,17,0,21,64,2,0,34,43,46,81,47,52,28,66,0,13,22,0,0,0,0,0,0,45,29,39,15,0,"06","085","509303","2"
"Block Group 3, Census Tract 5101, Santa Clara County, California",332,913,305,0,332,14,43,0,0,8,0,0,15,9,8,18,16,24,22,26,129,68,78,9,10,0,0,0,0,19,13,29,15,33,17,23,17,16,9,7,34,9,27,0,33,76,0,10,10,"06","085","510100","3"
"Block Group 1, Census Tract 5101, Santa Clara County, California",545,1596,661,0,545,18,0,9,0,6,18,0,0,7,9,42,43,54,40,72,227,40,80,40,30,8,8,0,16,19,0,26,66,37,93,46,54,30,20,22,15,18,60,9,18,62,69,32,9,"06","085","510100","1"
"Block Group 2, Census Tract 5101, Santa Clara County, California",193,527,250,0,193,0,0,0,8,0,0,0,0,0,8,0,18,23,15,28,93,0,14,35,20,0,8,0,8,0,0,0,18,6,32,14,25,0,9,8,28,16,0,8,0,0,46,9,18,"06","085","510100","2"
"Block Group 3, Census Tract 5119.11, Santa Clara County, California",570,1701,782,0,570,20,0,0,0,0,10,11,13,0,0,46,20,21,70,30,329,35,9,49,42,7,13,7,21,54,28,3,20,27,136,96,55,9,8,63,49,34,10,35,0,26,33,64,14,"06","085","511911","3"
"Block Group 1, Census Tract 5119.11, Santa Clara County, California",927,2214,1108,0,927,19,0,54,9,10,84,20,8,33,38,121,132,68,53,123,155,31,33,69,7,52,15,0,0,58,114,30,92,96,75,42,13,17,20,28,46,9,35,0,99,18,106,24,15,"06","085","511911","1"
"Block Group 2, Census Tract 5119.11, Santa Clara County, California",356,939,466,0,356,22,32,11,0,0,10,10,8,45,11,10,28,0,10,71,88,0,0,10,88,5,50,0,10,0,0,15,38,0,108,68,28,20,31,14,10,37,0,0,0,7,10,6,17,"06","085","511911","2"
"Block Group 2, Census Tract 5125.05, Santa Clara County, California",926,2903,1298,0,926,55,46,28,52,0,96,125,32,58,47,65,126,96,61,24,15,177,74,161,29,0,0,0,50,137,82,111,50,62,47,44,0,62,12,39,12,56,0,0,205,153,213,103,54,"06","085","512505","2"
"Block Group 1, Census Tract 5125.05, Santa Clara County, California",1322,5215,2753,0,1322,16,37,28,14,72,0,96,12,29,56,106,145,139,159,192,221,274,44,211,85,69,40,64,194,104,307,109,154,127,253,271,106,45,38,43,0,14,0,20,251,233,169,21,55,"06","085","512505","1"
"Block Group 1, Census Tract 5126.02, Santa Clara County, California",303,988,559,0,303,0,0,61,0,5,22,19,0,0,31,34,11,36,24,46,14,19,38,45,6,31,14,6,29,62,42,13,14,56,42,28,12,12,5,6,20,18,0,9,46,16,19,20,9,"06","085","512602","1"
"Block Group 2, Census Tract 5126.02, Santa Clara County, California",469,1554,706,0,469,5,0,20,0,13,0,14,6,9,21,80,63,43,36,73,86,40,35,78,16,36,9,0,7,16,42,40,25,58,85,51,10,66,20,43,37,14,5,12,32,35,31,11,10,"06","085","512602","2"
"Block Group 4, Census Tract 5079.06, Santa Clara County, California",304,920,443,0,304,6,0,0,9,0,0,7,30,0,8,8,15,34,29,20,138,15,19,26,37,0,0,13,38,18,18,0,36,29,86,60,8,53,0,16,17,0,0,0,0,19,20,39,16,"06","085","507906","4"
"Block Group 3, Census Tract 5079.06, Santa Clara County, California",275,899,432,0,275,0,0,0,8,7,17,0,0,0,8,8,0,24,44,33,126,22,40,66,8,0,21,0,22,0,0,18,73,30,38,26,0,16,0,9,30,0,32,8,40,60,0,8,7,"06","085","507906","3"
