naicssix,DESC_,steelhead,naics2,remi70,US2detailed,sixcat
327215,GLASS PRODUCT MANUFACTURING MADE OF PURCHASED GLASS,man_lgt,3133,9,man_hvy,MWTEMPN
327310,CEMENT MANUFACTURING,man_lgt,3133,9,man_hvy,MWTEMPN
327320,READY-MIX CONCRETE MANUFACTURING,man_lgt,3133,9,man_hvy,MWTEMPN
327331,CONCRETE BLOCK AND BRICK MANUFACTURING,man_lgt,3133,9,man_hvy,MWTEMPN
327332,CONCRETE PIPE MANUFACTURING,man_lgt,3133,9,man_hvy,MWTEMPN
327390,OTHER CONCRETE PRODUCT MANUFACTURING,man_lgt,3133,9,man_hvy,MWTEMPN
327410,LIME MANUFACTURING,man_lgt,3133,9,man_hvy,MWTEMPN
327420,GYPSUM AND GYPSUM PRODUCT MANUFACTURING,man_lgt,3133,9,man_hvy,MWTEMPN
327910,ABRASIVE PRODUCT MANUFACTURING,man_lgt,3133,9,man_hvy,MWTEMPN
327991,CUT STONE AND STONE PRODUCT MANUFACTURING,man_lgt,3133,9,man_hvy,MWTEMPN
327992,GROUND OR TREATED MINERAL AND EARTH MANUFACTURING,man_lgt,3133,9,man_hvy,MWTEMPN
327993,MINERAL WOOL MANUFACTURING,man_lgt,3133,9,man_hvy,MWTEMPN
327999,ALL OTHER MISCELLANEOUS NONMETALLIC MINERAL PRODUCT MANUFACTURING,man_lgt,3133,9,man_hvy,MWTEMPN
331110,IRON AND STEEL MILLS AND FERROALLY MANUFACTURING,man_hvy,3133,10,man_hvy,MWTEMPN
331210,IRON AND STEEL PIPES AND TUBES MANUFACTURING FROM PURCHASED STEEL,man_hvy,3133,10,man_hvy,MWTEMPN
331221,ROLLED STEEL SHAPE MANUFACTURING,man_hvy,3133,10,man_hvy,MWTEMPN
331222,STEEL WIRE DRAWING,man_hvy,3133,10,man_hvy,MWTEMPN
331313,ALUMINUM PRODUCTION AND MANUFACTURING ALUMINUM ALLOY,man_hvy,3133,10,man_hvy,MWTEMPN
331314,SECONDARY SMELTING AND ALLOYING OF ALUMINUM,man_hvy,3133,10,man_hvy,MWTEMPN
331315,"ALUMINUM SHEET, PLATE, AND FOIL MANUFACTURING",man_hvy,3133,10,man_hvy,MWTEMPN
331318,"OTHER ALUMINUM ROLLING, DRAWING, AND EXTRUDING",man_hvy,3133,10,man_hvy,MWTEMPN
331410,NONFERROUS METAL (EXCEPT ALUMINUM) SMELTING AND REFINING,man_hvy,3133,10,man_hvy,MWTEMPN
331420,"COPPER ROLLING, DRAWING, EXTRUDING, AND ALLOYING",man_hvy,3133,10,man_hvy,MWTEMPN
331491,"NONFERROUS METAL (EXCEPT COPPER AND ALUMINUM) ROLLING. DRAWING, AND EXTRUDING",man_hvy,3133,10,man_hvy,MWTEMPN
331492,"SECONDARY SMELTING, REFINING, AND ALLOYING OF NONFERROUS METALS (EXCEPT COPPER AND ALUMINUM)",man_hvy,3133,10,man_hvy,MWTEMPN
331511,IRON FOUNDRIES,man_hvy,3133,10,man_hvy,MWTEMPN
331512,STEEL INVESTMENT FOUNDRIES,man_hvy,3133,10,man_hvy,MWTEMPN
331513,STEEL FOUNDRIES (EXCEPT INVESTMENT),man_hvy,3133,10,man_hvy,MWTEMPN
331523,NONFERROUS METAL DIE-CASTING FOUNDRIES,man_hvy,3133,10,man_hvy,MWTEMPN
331524,ALUMINUM FOUNDRIES (EXCEPT DIE-CASTING),man_hvy,3133,10,man_hvy,MWTEMPN
331529,OTHER NONFERROUS METAL FOUNDRIES (EXCEPT DIE-CASTING),man_hvy,3133,10,man_hvy,MWTEMPN
332111,IRON AND STEEL FORGING,man_lgt,3133,11,man_hvy,MWTEMPN
332112,NONFERROUS FORGING,man_lgt,3133,11,man_hvy,MWTEMPN
332114,CUSTOM ROLL FORMING,man_lgt,3133,11,man_hvy,MWTEMPN
332117,POWDER METALLURGY PART MANUFACTURING,man_lgt,3133,11,man_hvy,MWTEMPN
332119,"METAL CROWN, CLOSURE, AND OTHER METAL STAMPING (EXCEPT AUTOMOTIVE)",man_lgt,3133,11,man_hvy,MWTEMPN
332215,"METAL KITCHEN COOKWARE, UTENSIL, CUTLERY, AND FLATWARE (EXCEPT PRECIOUS) MANUFACTURING",man_lgt,3133,11,man_hvy,MWTEMPN
332216,SAW BLADE AND HANDTOOL MANUFACTURING,man_lgt,3133,11,man_hvy,MWTEMPN
332311,PREFABRICATED METAL BUILDING AND COMPONENT MANUFACTURING,man_lgt,3133,11,man_hvy,MWTEMPN
332312,FABRICATED STRUCTURAL METAL MANUFACTURING,man_lgt,3133,11,man_hvy,MWTEMPN
332313,PLATE WORK MANUFACTURING,man_lgt,3133,11,man_hvy,MWTEMPN
332321,METAL WINDOW AND DOOR MANUFACTURING,man_lgt,3133,11,man_hvy,MWTEMPN
332322,SHEET METAL WORK MANUFACTURING,man_lgt,3133,11,man_hvy,MWTEMPN
332323,ORNAMENTAL AND ARCHITECTURAL METAL WORK MANUFACTURING,man_lgt,3133,11,man_hvy,MWTEMPN
332410,POWER BOILER AND HEAT EXCHANGER MANUFACTURING,man_lgt,3133,11,man_hvy,MWTEMPN
332420,METAL TANK (HEAVY GAUGE) MANUFACTURING,man_lgt,3133,11,man_hvy,MWTEMPN
332431,METAL CAN MANUFACTURING,man_lgt,3133,11,man_hvy,MWTEMPN
332439,OTHER METAL CONTAINER MANUFACTURING,man_lgt,3133,11,man_hvy,MWTEMPN
332510,HARDWARE MANUFACTURING,man_lgt,3133,11,man_hvy,MWTEMPN
332613,SPRING MANUFACTURING,man_lgt,3133,11,man_hvy,MWTEMPN
332618,OTHER FABRICATED WIRE PRODUCT MANUFACTURING,man_lgt,3133,11,man_hvy,MWTEMPN
332710,MACHINE SHOPS,man_lgt,3133,11,man_hvy,MWTEMPN
332721,PRECISION TURNED PRODUCT MANUFACTURING,man_lgt,3133,11,man_hvy,MWTEMPN
332722,"BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",man_lgt,3133,11,man_hvy,MWTEMPN
332811,METAL HEAT TREATING,man_lgt,3133,11,man_hvy,MWTEMPN
332812,"METAL COATING, ENGRAVING (EXCEPT JEWELRY AND SILVERWARE), AND ALLIED SERVICES TO MANUFACTURERS",man_lgt,3133,11,man_hvy,MWTEMPN
332813,"ELECTROPLATING, PLATING, POLISHING, ANODIZING, AND COLORING",man_lgt,3133,11,man_tech,MWTEMPN
332911,INDUSTRIAL VALVE MANUFACTURING,man_hvy,3133,11,man_hvy,MWTEMPN
332912,FLUID POWER VALVE AND HOSE FITTING MANUFACTURING,man_hvy,3133,11,man_hvy,MWTEMPN
332913,PLUMBING FIXTURE FITTING AND TRIM MANUFACTURING,man_hvy,3133,11,man_hvy,MWTEMPN
332919,OTHER METAL VALVE AND PIPE FITTING MANUFACTURING,man_hvy,3133,11,man_hvy,MWTEMPN
332991,BALL AND ROLLER BEARING MANUFACTURING,man_hvy,3133,11,man_hvy,MWTEMPN
332992,SMALL ARMS AMMUNITION MANUFACTURING,man_hvy,3133,11,man_hvy,MWTEMPN
332993,AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING,man_hvy,3133,11,man_hvy,MWTEMPN
332994,"SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING",man_hvy,3133,11,man_hvy,MWTEMPN
332996,FABRICATED PIPE AND PIPE FITTING MANUFACTURING,man_hvy,3133,11,man_hvy,MWTEMPN
332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,man_hvy,3133,11,man_hvy,MWTEMPN
333111,FARM MACHINERY AND EQUIPMENT MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333112,LAWN AND GARDEN TRACTOR AND HOME LAWN AND GARDEN EQUIPMENT MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333120,CONSTRUCTION MACHINERY MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333131,MINING MACHINERY AND EQUIPMENT MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333132,OIL AND GAS FIELD MACHINERY AND EQUIPMENT MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333241,FOOD PRODUCT MACHINERY MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333242,SEMICONDUCTOR MANUFACTURING MACHINERY,man_hvy,3133,12,man_tech,MWTEMPN
333243,"SAWMILL, WOODWORKING, AND PAPER MACHINERY MANUFACTURING",man_hvy,3133,12,man_hvy,MWTEMPN
333244,PRINTING MACHINERY AND EQUIPMENT MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333249,OTHER INDUSTRIAL MACHINERY MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333314,OPTICAL INSTRUMENT AND LENS MANUFACTURING,man_hvy,3133,12,man_tech,MWTEMPN
333316,PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333318,OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333413,INDUSTRIAL AND COMMERCIAL FAN AND BLOWER AND AIR PURIFICATION EQUIPMENT MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333414,"HEATING EQUIPMENT MANUFACTURING, (EXCEPT ELECTRIC AND WARM AIR  FURNACES)",man_hvy,3133,12,man_hvy,MWTEMPN
333415,AIR-CONDITIONING AND WARM AIR HEATING EQUIPMENT AND COMMERCIAL AND INDUSTRIAL REFRIGERATION EQUIPMENT MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333511,INDUSTRIAL MOLD MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333514,"SPECIAL DIE AND TOOL, DIE SET, JIG, AND FIXTURE MANUFACTURING",man_hvy,3133,12,man_hvy,MWTEMPN
333515,CUTTING TOOL AND  MACHINE TOOL ACCESSORY MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333517,MACHINE TOOL MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333519,ROLLING MILL AND OTHER METALWORKING MACHINERY MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333611,TURBINE AND TURBINE GENERATOR SET UNIT MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333612,"SPEED CHANGER, INDUSTRIAL HIGH-SPEED DRIVE, AND GEAR MANUFACTURING",man_hvy,3133,12,man_hvy,MWTEMPN
333613,MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333618,OTHER ENGINE EQUIPMENT MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333911,PUMP AND PUMPING EQUIPMENT MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333912,AIR AND GAS COMPRESSOR MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333913,MEASURING AND DISPENSING PUMP MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333914,"MEASURING, DISPENSING, AND OTHER PUMPING EQUIPMENT MANUFACTURING ",man_hvy,3133,12,man_hvy,MWTEMPN
333921,ELEVATOR AND MOVING STAIRWAY MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333922,CONVEYOR AND CONVEYING EQUIPMENT MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333923,"OVERHEAD TRAVELING CRANE, HOIST, AND MONORAIL SYSTEM MANUFACTURING",man_hvy,3133,12,man_hvy,MWTEMPN
333924,"INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",man_hvy,3133,12,man_hvy,MWTEMPN
333991,POWER-DRIVEN HAND TOOL MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333992,WELDING AND SOLDERING EQUIPMENT MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333993,PACKAGING MACHINERY MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333994,INDUSTRIAL PROCESS FURNACE AND OVEN MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333995,FLUID POWER CYLINDER AND ACTUATOR MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333996,FLUID POWER PUMP AND MOTOR MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333997,SCALE AND BALANCE MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
333999,ALL OTHER GENERAL PURPOSE MACHINERY MANUFACTURING,man_hvy,3133,12,man_hvy,MWTEMPN
334111,ELECTRONIC COMPUTER MANUFACTURING,man_tech,3133,13,man_tech,MWTEMPN
334112,COMPUTER STORAGE DEVICE MANUFACTURING,man_tech,3133,13,man_tech,MWTEMPN
334118,COMPUTER TERMINAL AND OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,man_tech,3133,13,man_tech,MWTEMPN
334210,TELEPHONE APPARATUS MANUFACTURING,man_tech,3133,13,man_tech,MWTEMPN
334220,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,man_tech,3133,13,man_tech,MWTEMPN
334290,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,man_tech,3133,13,man_tech,MWTEMPN
334310,AUDIO AND VIDEO EQUIPMENT MANUFACTURING,man_tech,3133,13,man_tech,MWTEMPN
334412,PRINTED CIRCUIT BOARD MANUFACTURING,man_tech,3133,13,man_tech,MWTEMPN
334413,PHOTOVOLTAIC CELLS MANUFACTURING,man_tech,3133,13,man_tech,MWTEMPN
334416,"CAPACITOR, RESISTOR, COIL, TRANSFORMER, AND OTHER INDUCTOR MANUFACTURING",man_tech,3133,13,man_tech,MWTEMPN
334417,ELECTRONIC CONNECTOR MANUFACTURING,man_tech,3133,13,man_tech,MWTEMPN
334418,PRINTED CIRCUIT ASSEMBLY (ELECTRONIC ASSEMBLY) MANUFACTURING,man_tech,3133,13,man_tech,MWTEMPN
334419,OTHER ELECTRONIC COMPONENT MANUFACTURING,man_tech,3133,13,man_tech,MWTEMPN
334510,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING,man_tech,3133,13,man_tech,MWTEMPN
334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",man_tech,3133,13,man_tech,MWTEMPN
334512,"AUTOMATIC ENVIRONMENTAL CONTROL MANUFACTURING FOR REGULATING RESIDENTIAL, COMMERCIAL, AND APPLIANCE USE",man_tech,3133,13,man_tech,MWTEMPN
334513,"INSTRUMENTS AND RELATED PRODUCT MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES",man_tech,3133,13,man_tech,MWTEMPN
334514,TOTALIZING FLUID METER AND COUNTING DEVICE MANUFACTURING,man_tech,3133,13,man_tech,MWTEMPN
334515,INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,man_tech,3133,13,man_tech,MWTEMPN
334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,man_tech,3133,13,man_tech,MWTEMPN
334517,IRRADIATION APPARATUS MANUFACTURING,man_tech,3133,13,man_tech,MWTEMPN
334519,OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,man_tech,3133,13,man_tech,MWTEMPN
334613,BLANK MAGNETIC AND OPTICAL RECORDING MEDIA MANUFACTURING,man_tech,3133,13,man_tech,MWTEMPN
334614,"SOFTWARE AND OTHER PRERECORDED COMPACT DISC, TAPE, AND RECORD REPRODUCING",man_tech,3133,13,man_tech,MWTEMPN
335110,ELECTRIC LAMP BULB AND PART MANUFACTURING,man_hvy,3133,14,man_hvy,MWTEMPN
335121,RESIDENTIAL ELECTRIC LIGHTING FIXTURE MANUFACTURING,man_hvy,3133,14,man_hvy,MWTEMPN
335122,"COMMERCIAL, INDUSTRIAL, AND INSTITUTIONAL ELECTRIC LIGHTING FIXTURE MANUFACTURING",man_hvy,3133,14,man_hvy,MWTEMPN
335129,OTHER LIGHTING EQUIPMENT MANUFACTURING,man_hvy,3133,14,man_hvy,MWTEMPN
335210,SMALL ELECTRICAL APPLIANCE MANUFACTURING,man_hvy,3133,14,man_hvy,MWTEMPN
335220,MAJOR HOUSEHOLD APPLIANCE MANUFACTURING ,man_hvy,3133,14,man_hvy,MWTEMPN
335221,HOUSEHOLD COOKING APPLIANCE MANUFACTURING,man_hvy,3133,14,man_hvy,MWTEMPN
335222,HOUSEHOLD REFRIGERATOR AND HOME FREEZER MANUFACTURING,man_hvy,3133,14,man_hvy,MWTEMPN
335224,HOUSEHOLD LAUNDRY EQUIPMENT MANUFACTURING,man_hvy,3133,14,man_hvy,MWTEMPN
335228,OTHER MAJOR HOUSEHOLD APPLIANCE MANUFACTURING,man_hvy,3133,14,man_hvy,MWTEMPN
335311,"POWER, DISTRIBUTION, AND SPECIALTY TRANSFORMER MANUFACTURING",man_hvy,3133,14,man_hvy,MWTEMPN
335312,MOTOR AND GENERATOR MANUFACTURING,man_hvy,3133,14,man_hvy,MWTEMPN
335313,SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING,man_hvy,3133,14,man_hvy,MWTEMPN
335314,RELAY AND INDUSTRIAL CONTROL MANUFACTURING,man_hvy,3133,14,man_hvy,MWTEMPN
335911,STORAGE BATTERY MANUFACTURING,man_hvy,3133,14,man_hvy,MWTEMPN
335912,DRY AND WET PRIMARY BATTERY MANUFACTURING,man_hvy,3133,14,man_hvy,MWTEMPN
335921,FIBER OPTIC CABLE MANUFACTURING,man_hvy,3133,14,man_hvy,MWTEMPN
335929,OTHER COMMUNICATION AND ENERGY WIRE MANUFACTURING,man_hvy,3133,14,man_hvy,MWTEMPN
335931,CURRENT-CARRYING WIRING DEVICE MANUFACTURING,man_hvy,3133,14,man_hvy,MWTEMPN
335932,NONCURRENT-CARRYING WIRING DEVICE MANUFACTURING,man_hvy,3133,14,man_hvy,MWTEMPN
335991,CARBON AND GRAPHITE PRODUCT MANUFACTURING,man_hvy,3133,14,man_hvy,MWTEMPN
335999,ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,man_hvy,3133,14,man_hvy,MWTEMPN
336111,AUTOMOBILE MANUFACTURING,man_hvy,3133,15,man_hvy,MWTEMPN
336112,LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING,man_hvy,3133,15,man_hvy,MWTEMPN
336120,HEAVY DUTY TRUCK MANUFACTURING,man_hvy,3133,15,man_hvy,MWTEMPN
336211,MOTOR VEHICLE BODY MANUFACTURING,man_hvy,3133,15,man_hvy,MWTEMPN
336212,TRUCK TRAILER MANUFACTURING,man_hvy,3133,15,man_hvy,MWTEMPN
336213,MOTOR HOME MANUFACTURING,man_hvy,3133,15,man_hvy,MWTEMPN
336214,TRAVEL TRAILER AND CAMPER MANUFACTURING,man_hvy,3133,15,man_hvy,MWTEMPN
336310,MOTOR VEHICLE GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING,man_hvy,3133,15,man_hvy,MWTEMPN
336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,man_hvy,3133,15,man_hvy,MWTEMPN
336330,MOTOR VEHICLE STEERING AND SUSPENSION COMPONENTS (EXCEPT SPRING) MANUFACTURING,man_hvy,3133,15,man_hvy,MWTEMPN
336340,MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING,man_hvy,3133,15,man_hvy,MWTEMPN
336350,MOTOR VEHICLE TRANSMISSION AND POWER TRAIN PARTS MANUFACTURING,man_hvy,3133,15,man_hvy,MWTEMPN
336360,MOTOR VEHICLE FABRIC ACCESSORIES AND SEAT MANUFACTURING,man_hvy,3133,15,man_hvy,MWTEMPN
336370,MOTOR VEHICLE METAL STAMPING,man_hvy,3133,15,man_hvy,MWTEMPN
336390,OTHER MOTOR VEHICLE PARTS MANUFACTURING,man_hvy,3133,15,man_hvy,MWTEMPN
336411,AIRCRAFT MANUFACTURING,man_hvy,3133,16,man_hvy,MWTEMPN
336412,AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,man_hvy,3133,16,man_hvy,MWTEMPN
336413,OTHER AIRCRAFT PART AND AUXILIARY EQUIPMENT MANUFACTURING,man_hvy,3133,16,man_hvy,MWTEMPN
336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,man_hvy,3133,16,man_hvy,MWTEMPN
336415,GUIDED MISSILE AND SPACE VEHICLE PROPULSION UNIT AND PROPULSION UNIT PARTS MANUFACTURING,man_hvy,3133,16,man_hvy,MWTEMPN
336419,OTHER GUIDED MISSILE AND SPACE VEHICLE PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,man_hvy,3133,16,man_hvy,MWTEMPN
336510,RAILROAD ROLLING STOCK MANUFACTURING,man_hvy,3133,16,man_hvy,MWTEMPN
336611,SHIP BUILDING AND REPAIRING,man_hvy,3133,16,man_hvy,MWTEMPN
336612,BOAT BUILDING,man_hvy,3133,16,man_hvy,MWTEMPN
336991,"MOTORCYCLE, BICYCLE AND PARTS MANUFACTURING",man_hvy,3133,16,man_hvy,MWTEMPN
336992,"MILITARY ARMORED VEHICLE, TANK, AND TANK COMPONENT MANUFACTURING",man_hvy,3133,16,man_hvy,MWTEMPN
336999,ALL OTHER TRANSPORTATION EQUIPMENT MANUFACTURING,man_hvy,3133,16,man_hvy,MWTEMPN
337110,WOOD KITCHEN CABINET AND COUNTERTOP MANUFACTURING,man_lgt,3133,17,man_lgt,MWTEMPN
337121,UPHOLSTERED HOUSEHOLD FURNITURE MANUFACTURING,man_lgt,3133,17,man_lgt,MWTEMPN
337122,WOOD HOUSEHOLD FURNITURE (EXCEPT UPHOLSTERED) MANUFACTURING,man_lgt,3133,17,man_lgt,MWTEMPN
337124,METAL HOUSEHOLD FURNITURE MANUFACTURING,man_lgt,3133,17,man_lgt,MWTEMPN
337125,HOUSEHOLD FURNITURE (EXCEPT WOOD AND METAL) MANUFACTURING,man_lgt,3133,17,man_lgt,MWTEMPN
337127,INSTITUTIONAL FURNITURE MANUFACTURING,man_lgt,3133,17,man_lgt,MWTEMPN
337211,WOOD OFFICE FURNITURE MANUFACTURING,man_lgt,3133,17,man_lgt,MWTEMPN
337212,CUSTOM ARCHITECTURAL WOODWORK AND MILLWORK MANUFACTURING,man_lgt,3133,17,man_lgt,MWTEMPN
337214,NONWOOD OFFICE FURNITURE MANUFACTURING,man_lgt,3133,17,man_lgt,MWTEMPN
337215,"SHOWCASE, PARTITION, SHELVING, AND LOCKER MANUFACTURING",man_lgt,3133,17,man_lgt,MWTEMPN
337910,MATTRESS MANUFACTURING,man_lgt,3133,17,man_lgt,MWTEMPN
337920,BLIND AND SHADE MANUFACTURING,man_lgt,3133,17,man_lgt,MWTEMPN
339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,man_lgt,3133,18,man_lgt,MWTEMPN
339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,man_lgt,3133,18,man_lgt,MWTEMPN
339114,DENTAL EQUIPMENT AND SUPPLIES MANUFACTURING,man_lgt,3133,18,man_lgt,MWTEMPN
339115,OPHTHALMIC GOODS MANUFACTURING,man_lgt,3133,18,man_lgt,MWTEMPN
339116,DENTAL LABORATORIES,man_lgt,3133,18,man_lgt,MWTEMPN
339910,JEWELRY AND SILVERWARE MANUFACTURING,man_lgt,3133,18,man_lgt,MWTEMPN
339920,SPORTING AND ATHLETIC GOOD MANUFACTURING,man_lgt,3133,18,man_lgt,MWTEMPN
339930,"DOLL, TOY, AND GAME MANUFACTURING",man_lgt,3133,18,man_lgt,MWTEMPN
339940,OFFICE SUPPLIES (EXCEPT PAPER) MANUFACTURING,man_lgt,3133,18,man_lgt,MWTEMPN
339950,SIGN MANUFACTURING,man_lgt,3133,18,man_lgt,MWTEMPN
339991,"GASKET, PACKING, AND SEALING DEVICE MANUFACTURING",man_lgt,3133,18,man_lgt,MWTEMPN
339992,MUSICAL  INSTRUMENT MANUFACTURING,man_lgt,3133,18,man_lgt,MWTEMPN
339993,"FASTENER, BUTTON, NEEDLE, AND PIN MANUFACTURING",man_lgt,3133,18,man_lgt,MWTEMPN
339994,"BROOM, BRUSH AND MOP MANUFACTURING",man_lgt,3133,18,man_lgt,MWTEMPN
339995,BURIAL CASKET MANUFACTURING,man_lgt,3133,18,man_lgt,MWTEMPN
339999,ALL OTHER MISCELLANEOUS MANUFACTURING,man_lgt,3133,18,man_lgt,MWTEMPN
423110,AUTOMOBILE AND OTHER MOTOR VEHICLE MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423120,MOTOR VEHICLE SUPPLIES AND NEW PARTS MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423130,TIRE AND TUBE MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423140,MOTOR VEHICLE PARTS (USED) MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423210,FURNITURE MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423220,HOME FURNISHING MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423310,"LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL MERCHANT WHOLESALERS",logis,42,30,logis,MWTEMPN
423320,"BRICK, STONE AND RELATED CONSTRUCTION MATERIAL MERCHANT WHOLESALERS",logis,42,30,logis,MWTEMPN
423330,"ROOFING, SIDING, AND INSULATION MATERIAL MERCHANT WHOLESALERS",logis,42,30,logis,MWTEMPN
423390,OTHER CONSTRUCTION MATERIAL MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423410,PHOTOGRAPHIC EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423420,OFFICE EQUIPMENT MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423430,COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423440,OTHER COMMERCIAL EQUIPMENT MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423450,"MEDICAL, DENTAL AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",logis,42,30,logis,MWTEMPN
423460,OPHTHALMIC GOODS MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423490,OTHER PROFESSIONAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423510,METALS SERVICE CENTERS AND OTHER METAL MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423520,COAL AND OTHER MINERAL AND ORE MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423610,"ELECTRICAL APPARATUS AND EQUIPMENT, WIRING SUPPLIES AND RELATED EQUIPMENT MERCHANT WHOLESALERS",logis,42,30,logis,MWTEMPN
423620,"KITCHEN APPLIANCES, HOUSEHOLD-TYPE, GAS AND ELECTRIC, MERCHANT WHOLESALERS",logis,42,30,logis,MWTEMPN
423690,OTHER ELECTRONIC PARTS AND EQUIPMENT MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423710,HARDWARE MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423720,PLUMBING AND HEATING EQUIPMENT AND SUPPLIES (HYDRONICS) MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423730,WARM AIR HEATING AND AIR-CONDITIONING EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
